Country,Total,Solid Fuel,Liquid Fuel,Gas Fuel,Cement,Gas Flaring,Per Capita,Bunker fuels (Not in Total)
ST. VINCENT & THE GRENADINES,51,0,51,0,0,0,0.47,0
SUDAN,2214,0,2186,0,28,0,0.06,115
SURINAME,427,0,416,2,9,0,0.89,44
SWAZILAND,307,133,174,0,0,0,0.28,1
SWEDEN,15660,2962,11783,556,359,0,1.76,1496
SWITZERLAND,11098,136,8896,1553,513,0,1.52,1109
SYRIAN ARAB REPUBLIC,10653,2,6268,3442,636,304,0.63,91
TAIWAN,64860,34136,23737,4354,2633,0,2.88,3632
TAJIKISTAN,513,22,210,267,14,0,0.08,3
THAILAND,56810,9584,29668,13250,4308,0,0.88,2132
TIMOR-LESTE (FORMERLY EAST TIMOR),44,0,44,0,0,0,0.05,2
TOGO,336,0,227,0,109,0,0.07,15
TONGA,28,0,28,0,0,0,0.28,1
TRINIDAD AND TOBAGO,7805,0,973,6732,101,0,6,576
TUNISIA,5689,59,3123,1614,819,74,0.59,0
TURKEY,56091,20732,21723,9203,4430,2,0.86,1176
TURKMENISTAN,10899,0,3614,7224,61,0,2.37,315
TURKS AND CAICOS ISLANDS,27,0,27,0,0,0,1.16,0
TUVALU,3,0,3,0,0,0,0,0
UGANDA,425,0,356,0,69,0,0.02,31
UKRAINE,86907,39009,11224,35702,971,0,1.81,251
UNITED ARAB EMIRATES,23099,111,2814,18976,952,247,7.1,8170
UNITED KINGDOM,144162,36741,51135,53623,1508,1155,2.42,10091
UNITED REPUBLIC OF TANZANIA,979,57,782,0,140,0,0.03,77
UNITED STATES OF AMERICA,1538399,561866,628411,334252,12412,1458,5.26,37633
URUGUAY,1260,1,1112,11,136,0,0.38,315
UZBEKISTAN,35001,1376,5227,27853,544,0,1.38,0
VANUATU,23,0,23,0,0,0,0.12,3
VENEZUELA,52718,18,34267,15205,952,2276,2.09,745
VIET NAM,19309,7503,7816,1119,2872,0,0.24,293
WALLIS AND FUTUNA ISLANDS,7,0,7,0,0,0,0.46,1
YEMEN,4299,0,4087,0,212,0,0.23,185
YUGOSLAVIA (MONTENEGRO & SERBIA),12892,9034,2445,1087,326,0,1.21,49
ZAMBIA,541,83,427,0,31,0,0.05,38
ZIMBABWE,3263,2490,691,0,82,0,0.26,52
