Country,Total,Solid Fuel,Liquid Fuel,Gas Fuel,Cement,Gas Flaring,Per Capita,Bunker fuels (Not in Total)
COMOROS,22,0,22,0,0,0,0.04,1
CONGO,639,0,522,69,3,46,0.22,9
COOK ISLANDS,13,0,13,0,0,0,0.69,3
COSTA RICA,1360,0,1232,0,128,0,0.37,0
COTE D IVOIRE,2064,0,1530,383,150,0,0.13,152
CROATIA,5156,253,3210,1403,290,0,1.11,85
CUBA,6722,20,6450,19,232,0,0.61,356
CYPRUS,1598,14,1460,0,124,0,1.79,294
CZECH REPUBLIC,34746,24315,4978,4790,663,0,3.37,105
DEMOCRATIC PEOPLE S REPUBLIC OF KOREA,17956,16182,822,0,952,0,0.81,0
DEMOCRATIC REPUBLIC OF THE CONGO (FORMERLY ZAIRE),518,0,501,0,17,0,0.01,97
DENMARK,16787,6675,7147,2456,365,144,3.18,1749
DJIBOUTI,89,0,89,0,0,0,0.13,125
DOMINICA,22,0,22,0,0,0,0.31,0
DOMINICAN REPUBLIC,4909,101,4558,0,250,0,0.6,53
ECUADOR,5007,0,4163,123,394,327,0.43,273
EGYPT,29507,778,19209,6840,2679,0,0.46,2901
EL SALVADOR,1493,0,1354,0,139,0,0.26,40
EQUATORIAL GUINEA,79,0,79,0,0,0,0.17,3
ERITREA,236,0,228,0,8,0,0.07,72
ESTONIA,4938,3796,694,390,58,0,3.52,105
ETHIOPIA,832,0,730,0,102,0,0.01,37
FAEROE ISLANDS,161,0,161,0,0,0,3.67,12
FALKLAND ISLANDS (MALVINAS),13,4,9,0,0,0,4.88,0
FEDERATED STATES OF MICRONESIA,30,0,30,0,0,0,0.28,1
FIJI,216,16,188,0,13,0,0.27,117
FINLAND,16344,7172,7234,1815,123,0,3.18,623
FRANCE (INCLUDING MONACO),95872,14842,58767,19573,2690,0,1.64,5670
FRENCH GUIANA,128,0,121,0,7,0,0.87,20
FRENCH POLYNESIA,123,0,123,0,0,0,0.55,47
GABON,1308,0,279,68,27,934,1.14,186
GAMBIA,54,0,54,0,0,0,0.04,6
GEORGIA,1210,8,712,478,12,0,0.25,41
GERMANY,235145,91658,92969,44937,4889,691,2.86,6619
GHANA,1736,2,1503,0,231,0,0.1,66
GIBRALTAR,80,0,80,0,0,0,2.92,1805
GREECE,22830,9178,11507,107,2038,0,2.11,3407
GREENLAND,142,0,142,0,0,0,2.55,0
GRENADA,46,0,46,0,0,0,0.46,5
GUADELOUPE,438,0,407,0,31,0,1.06,118
GUATEMALA,2072,0,1892,6,174,0,0.2,0
GUINEA,387,0,352,0,35,0,0.05,15
GUINEA BISSAU,55,0,55,0,0,0,0.05,7
GUYANA,434,0,434,0,0,0,0.59,13
HAITI,373,0,373,0,0,0,0.05,16
HONDURAS,1134,0,992,0,142,0,0.19,0
HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA,8373,3161,3609,1341,262,0,1.31,4319
HUNGARY,16604,4931,5228,6064,382,0,1.61,153
ICELAND,574,58,502,0,14,0,2.11,116
INDIA,250255,159191,66649,12561,10880,974,0.25,560
INDONESIA,75991,8021,39265,22391,3741,2572,0.37,804
IRAQ,18628,0,16537,1598,231,262,0.86,358
IRELAND,9931,3050,4864,1731,286,0,2.71,472
ISLAMIC REPUBLIC OF IRAN,73437,1145,39086,24813,2618,5775,1.19,971
ISRAEL,15239,6290,8207,8,734,0,2.71,703
ITALY (INCLUDING SAN MARINO),117395,11758,71393,29659,4586,0,2.06,3585
JAMAICA,2763,49,2635,0,80,0,1.1,139
JAPAN,327458,94029,184331,36594,12504,0,2.62,9533
JORDAN,3932,0,3364,126,442,0,0.85,233
KAZAKHSTAN,35304,22504,8313,4397,90,0,2.28,262
KENYA,2254,67,1983,0,205,0,0.08,49
KIRIBATI,7,0,7,0,0,0,0.08,1
KUWAIT,14977,0,9581,4856,272,268,8.92,899
KYRGYZSTAN,1530,530,457,454,89,0,0.32,38
LAO PEOPLE S DEMOCRATIC REPUBLIC,166,69,86,0,11,0,0.03,8
LATVIA,2306,230,1378,665,33,0,0.95,44
LEBANON,4267,166,3733,0,368,0,1.19,162
LESOTHO,483,384,100,0,0,0,0.26,0
LIBERIA,95,0,94,0,1,0,0.04,14
LIBYAN ARAB JAMAHIRIYAH,12265,4,8167,2781,343,971,2.48,323
LITHUANIA,4183,215,2621,1250,97,0,1.17,80
LUXEMBOURG,2165,323,1358,391,93,0,5.16,209
MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA,406,0,406,0,0,0,0.99,0
MACEDONIA,2900,2019,813,0,68,0,1.46,17
MADAGASCAR,450,9,436,0,5,0,0.03,15
MALAWI,263,52,187,0,24,0,0.03,5
MALAYSIA,34039,1740,19315,9673,1723,1588,1.56,139
MALDIVES,90,0,90,0,0,0,0.35,56
MALI,143,0,139,0,4,0,0.01,15
MALTA,687,0,687,0,0,0,1.75,87
MARSHALL ISLANDS,18,0,18,0,0,0,0.36,0
MARTINIQUE,445,0,415,0,30,0,1.19,137
MAURITANIA,305,1,293,0,11,0,0.13,21
MAURITIUS,545,33,512,0,0,0,0.47,158
MEXICO,100837,6980,68833,17951,3747,3327,1.06,2616
MONGOLIA,2102,1780,307,0,15,0,0.9,0
MONTSERRAT,9,0,9,0,0,0,1.13,1
MOROCCO,8689,2256,5431,18,984,0,0.31,0
MOZAMBIQUE,307,0,277,0,30,0,0.02,24
MYANMAR (FORMERLY BURMA),2045,14,1061,892,70,7,0.05,17
NAMIBIA,490,8,475,0,7,0,0.28,28
NAURU,28,0,28,0,0,0,2.75,9
NEPAL,759,221,507,0,31,0,0.03,0
NETHERLAND ANTILLES,1395,0,1395,0,0,0,7.51,1533
NETHERLANDS,48626,7981,17811,22331,439,64,3.12,12864
NEW CALEDONIA,499,82,403,0,14,0,2.5,25
NEW ZEALAND,8460,1239,4112,2923,133,53,2.25,735
NICARAGUA,857,0,806,0,51,0,0.18,0
NIGER,248,64,179,0,4,0,0.03,11
NIGERIA,11543,7,8281,2911,343,0,0.1,588
NIUE,2,0,2,0,0,0,0.81,0
NORWAY,9845,1063,5870,2449,234,228,2.23,1148
OCCUPIED PALESTINIAN TERRITORY,236,0,236,0,0,0,0.08,0
OMAN,4223,0,1532,2046,172,473,1.86,173
PAKISTAN,25828,2340,13471,8793,1224,0,0.19,127
PALAU,65,0,65,0,0,0,3.6,14
PANAMA,1540,41,1371,32,95,0,0.55,1959
PAPUA NEW GUINEA,703,1,640,62,0,0,0.14,49
PARAGUAY,1144,0,1052,0,92,0,0.23,28
PERU,7493,345,6348,215,585,0,0.3,313
PHILIPPINES,19405,1853,15552,3,1997,0,0.27,630
PLURINATIONAL STATE OF BOLIVIA,2984,0,1580,919,141,344,0.38,0
POLAND,95316,74368,13026,5882,2040,0,2.48,421
PORTUGAL,14473,3622,9519,54,1278,0,1.42,875
QATAR,10225,0,2463,7668,94,0,19.34,0
REPUBLIC OF CAMEROON,877,1,792,0,84,0,0.06,44
REPUBLIC OF KOREA,117271,33430,67306,8326,8203,6,2.59,8301
REPUBLIC OF MOLDOVA,1936,272,701,946,17,0,0.45,20
REUNION,609,145,423,0,41,0,0.87,48
ROMANIA,30713,9293,10472,9955,993,0,1.37,103
RUSSIAN FEDERATION,416147,123687,91511,194597,3631,2722,2.81,3652
RWANDA,136,0,127,0,8,1,0.02,8
SAINT HELENA,3,0,3,0,0,0,0.65,0
SAINT LUCIA,84,0,84,0,0,0,0.55,2
SAMOA,35,0,35,0,0,0,0.2,6
SAO TOME & PRINCIPE,13,0,13,0,0,0,0.09,2
SAUDI ARABIA,58969,0,33844,22511,2094,520,3.1,3140
SENEGAL,890,0,761,12,116,0,0.1,227
SEYCHELLES,93,0,93,0,0,0,1.22,102
SIERRA LEONE,121,0,99,0,22,0,0.03,17
SINGAPORE,15934,0,14673,812,449,0,4.34,15630
SLOVAKIA,11194,5299,1984,3485,426,0,2.08,30
SLOVENIA,4325,1514,2163,496,151,0,2.19,15
SOLOMON ISLANDS,39,0,39,0,0,0,0.1,6
SOMALIA,147,0,147,0,0,0,0.02,59
SOUTH AFRICA,105299,90965,12141,861,1332,0,2.46,2766
SPAIN,68741,19001,38917,7063,3758,2,1.74,6938
SRI LANKA,2077,2,1944,0,131,0,0.11,321
ST. KITTS-NEVIS,39,0,39,0,0,0,0.87,3
ST. PIERRE & MIQUELON,13,0,13,0,0,0,1.99,3
ST. VINCENT & THE GRENADINES,36,0,36,0,0,0,0.33,0
SUDAN,1478,0,1440,0,38,0,0.05,35
SURINAME,575,0,567,0,8,0,1.28,23
SWAZILAND,328,154,174,0,0,0,0.33,1
SWEDEN,14221,2717,10699,499,306,0,1.61,1661
SWITZERLAND,11308,115,9275,1433,485,0,1.58,1123
SYRIAN ARAB REPUBLIC,11170,3,7547,2308,658,654,0.75,77
TAIWAN,53583,22908,25083,2664,2927,0,2.46,3552
TAJIKISTAN,587,17,172,393,5,0,0.1,4
THAILAND,50700,8300,29826,7526,5048,0,0.83,1999
TOGO,269,0,212,0,57,0,0.06,12
TONGA,27,0,27,0,0,0,0.28,3
TRINIDAD AND TOBAGO,5016,0,623,3769,89,534,3.93,60
TUNISIA,4621,71,2705,1173,602,70,0.5,15
TURKEY,54141,22345,21634,5210,4901,52,0.89,507
TURKMENISTAN,8351,0,2513,5776,61,0,1.93,219
TURKS AND CAICOS ISLANDS,15,0,15,0,0,0,0.93,0
TUVALU,2,0,2,0,0,0,0,0
UGANDA,302,0,263,0,39,0,0.01,12
UKRAINE,93045,38965,11957,41430,693,0,1.85,545
UNITED ARAB EMIRATES,11357,0,-4663,14508,714,798,4.35,10070
UNITED KINGDOM,143808,40673,52677,47605,1719,1134,2.46,9291
UNITED REPUBLIC OF TANZANIA,786,20,682,0,84,0,0.02,69
UNITED STATES OF AMERICA,1464062,535352,596852,316631,11459,3768,5.29,34392
URUGUAY,1515,1,1407,0,106,0,0.46,280
UZBEKISTAN,29243,1060,5217,22518,449,0,1.23,0
VANUATU,23,0,23,0,0,0,0.13,2
VENEZUELA,36539,34,15148,17922,1108,2326,1.59,757
VIET NAM,12299,5875,5021,311,1091,0,0.16,56
YEMEN,3643,0,3475,0,168,0,0.22,161
YUGOSLAVIA (MONTENEGRO & SERBIA),13917,9331,2919,1393,273,0,1.28,81
ZAMBIA,652,132,467,0,52,0,0.07,18
ZIMBABWE,3929,2591,1188,0,150,0,0.33,97
