Country,Total,Solid Fuel,Liquid Fuel,Gas Fuel,Cement,Gas Flaring,Per Capita,Bunker fuels (Not in Total)
COLOMBIA,15411,2643,8295,3057,1251,165,0.39,711
COMOROS,25,0,25,0,0,0,0.05,1
CONGO,224,0,99,75,0,51,0.07,0
COOK ISLANDS,13,0,13,0,0,0,0.71,3
COSTA RICA,1506,0,1356,0,150,0,0.39,0
COTE D IVOIRE,1709,0,969,653,88,0,0.11,159
CROATIA,5452,214,3501,1368,369,0,1.2,86
CUBA,6908,25,6399,241,243,0,0.62,325
CYPRUS,1739,22,1560,0,157,0,1.88,358
CZECH REPUBLIC,30536,19930,5203,4826,577,0,2.98,114
DEMOCRATIC PEOPLE S REPUBLIC OF KOREA,17598,16343,712,0,544,0,0.78,0
DEMOCRATIC REPUBLIC OF THE CONGO (FORMERLY ZAIRE),377,0,355,0,22,0,0.01,97
DENMARK,15039,4854,6887,2805,262,231,2.83,1759
DJIBOUTI,86,0,86,0,0,0,0.12,127
DOMINICA,22,0,22,0,0,0,0.31,0
DOMINICAN REPUBLIC,5062,169,4582,0,310,0,0.6,57
ECUADOR,5862,0,5043,118,313,388,0.48,293
EGYPT,34195,684,21708,8631,3171,0,0.51,2605
EL SALVADOR,1554,1,1413,0,140,0,0.26,56
EQUATORIAL GUINEA,127,0,106,0,0,21,0.25,6
ERITREA,169,0,163,0,6,0,0.05,7
ESTONIA,4134,2987,738,360,49,0,3,115
ETHIOPIA,861,0,774,0,87,0,0.01,52
FAEROE ISLANDS,172,0,172,0,0,0,3.83,9
FALKLAND ISLANDS (MALVINAS),10,3,8,0,0,0,3.72,0
FEDERATED STATES OF MICRONESIA,30,0,30,0,0,0,0.28,1
FIJI,214,13,188,0,13,0,0.27,134
FINLAND,15114,5632,7219,2085,178,0,2.93,780
FRANCE (INCLUDING MONACO),100605,15667,60910,21278,2750,0,1.71,6481
FRENCH GUIANA,127,0,115,0,12,0,0.8,27
FRENCH POLYNESIA,135,0,135,0,0,0,0.58,47
GABON,1311,0,289,63,24,934,1.09,206
GAMBIA,63,0,63,0,0,0,0.05,8
GEORGIA,1185,17,692,431,46,0,0.25,91
GERMANY,224287,85160,88471,44967,4884,806,2.72,7043
GHANA,1786,0,1532,0,254,0,0.1,83
GIBRALTAR,87,0,87,0,0,0,3.2,2289
GREECE,23626,9194,11781,761,1891,0,2.16,3500
GREENLAND,147,0,147,0,0,0,2.63,0
GRENADA,53,0,53,0,0,0,0.52,6
GUADELOUPE,516,87,398,0,31,0,1.22,135
GUATEMALA,2435,11,2206,0,218,0,0.22,144
GUINEA,431,0,391,0,40,0,0.05,16
GUINEA BISSAU,53,0,53,0,0,0,0.04,9
GUYANA,458,0,458,0,0,0,0.63,10
HAITI,363,0,363,0,0,0,0.04,25
HONDURAS,1293,41,1119,0,133,0,0.21,26
HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA,11649,3193,6881,1387,189,0,1.74,5373
HUNGARY,16035,4438,5005,6186,405,0,1.57,174
ICELAND,564,59,486,0,18,0,2.03,142
INDIA,271548,169087,77852,11549,12240,820,0.26,1292
INDONESIA,65991,10144,28945,22831,3254,817,0.31,1573
IRAQ,19712,0,16911,1622,680,499,0.85,368
IRELAND,10950,2580,6163,1872,335,0,2.92,565
ISLAMIC REPUBLIC OF IRAN,104265,1358,62150,31192,3003,6562,1.62,1295
ISRAEL,15188,6607,7712,5,864,0,2.58,639
ITALY (INCLUDING SAN MARINO),120534,12171,68582,34707,5073,0,2.12,3460
JAMAICA,2721,52,2600,0,69,0,1.06,155
JAPAN,326293,95205,180575,39618,10896,0,2.6,9691
JORDAN,3973,0,3481,127,365,0,0.84,191
KAZAKHSTAN,31768,21226,6016,4413,114,0,2.11,0
KENYA,2774,53,2525,0,196,0,0.09,73
KIRIBATI,8,0,8,0,0,0,0.09,1
KUWAIT,14732,0,9805,4491,195,240,7.93,876
KYRGYZSTAN,1274,523,385,314,52,0,0.26,32
LAO PEOPLE S DEMOCRATIC REPUBLIC,253,150,91,0,11,0,0.05,9
LATVIA,1849,131,1100,618,0,0,0.77,25
LEBANON,4497,146,3982,0,369,0,1.22,121
LESOTHO,498,396,102,0,0,0,0.26,0
LIBERIA,107,0,105,0,2,0,0.04,13
LIBYAN ARAB JAMAHIRIYAH,12168,0,8897,2163,408,700,2.37,369
LITHUANIA,3734,154,2348,1140,91,0,1.06,86
LUXEMBOURG,2096,117,1469,410,101,0,4.87,276
MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA,414,0,414,0,0,0,0.97,0
MACEDONIA,3197,2373,733,21,71,0,1.6,31
MADAGASCAR,523,6,512,0,6,0,0.04,15
MALAWI,257,39,193,0,25,0,0.02,3
MALAYSIA,29434,1421,14417,10360,1374,1862,1.29,1533
MALDIVES,115,0,115,0,0,0,0.43,73
MALI,217,0,217,0,0,0,0.02,15
MALTA,640,0,640,0,0,0,1.62,89
MARSHALL ISLANDS,18,0,18,0,0,0,0.35,0
MARTINIQUE,445,0,415,0,30,0,1.16,148
MAURITANIA,313,0,299,0,14,0,0.12,21
MAURITIUS,662,88,574,0,0,0,0.56,211
MEXICO,106788,7097,74073,19051,4000,2567,1.08,3209
MONGOLIA,2060,1719,327,0,14,0,0.86,0
MONTSERRAT,8,0,8,0,0,0,1.32,1
MOROCCO,9041,2411,5586,21,1024,0,0.32,257
MOZAMBIQUE,324,0,295,0,29,0,0.02,28
MYANMAR (FORMERLY BURMA),2446,100,1480,813,46,7,0.05,48
NAMIBIA,454,4,450,0,0,0,0.25,28
NAURU,25,0,25,0,0,0,2.5,8
NEPAL,878,303,536,0,39,0,0.04,39
NETHERLAND ANTILLES,577,0,577,0,0,0,3.19,1571
NETHERLANDS,47359,6994,18236,21599,473,57,3,13530
NEW CALEDONIA,561,80,481,0,0,0,2.7,21
NEW ZEALAND,8901,1327,4405,3003,140,26,2.33,743
NICARAGUA,989,0,941,0,48,0,0.2,21
NIGER,260,66,189,0,4,0,0.02,10
NIGERIA,10986,12,7466,3168,340,0,0.09,803
NIUE,2,0,2,0,0,0,0.86,0
NORWAY,11094,1099,6392,2971,248,385,2.48,1106
OCCUPIED PALESTINIAN TERRITORY,373,0,373,0,0,0,0.12,0
OMAN,5647,0,2112,2662,166,707,2.5,203
PAKISTAN,27375,2345,14314,9409,1306,0,0.19,113
PALAU,66,0,66,0,0,0,3.5,13
PANAMA,1546,43,1400,0,103,0,0.53,2185
PAPUA NEW GUINEA,667,0,603,64,0,0,0.13,45
PARAGUAY,1228,0,1129,0,99,0,0.23,15
PERU,8006,385,6700,404,517,0,0.31,329
PHILIPPINES,18860,3241,13908,4,1708,0,0.25,631
PLURINATIONAL STATE OF BOLIVIA,2848,0,1647,847,163,191,0.35,0
POLAND,86098,64412,13785,5786,2115,0,2.25,534
PORTUGAL,17569,3924,11050,1215,1380,0,1.71,1029
QATAR,8565,0,2318,6109,139,0,15.03,0
REPUBLIC OF CAMEROON,840,0,724,0,116,0,0.05,56
REPUBLIC OF KOREA,109044,35637,57353,9500,6549,5,2.38,8768
REPUBLIC OF MOLDOVA,1228,122,387,711,7,0,0.29,10
REUNION,701,181,468,0,52,0,0.96,58
ROMANIA,24473,7298,7749,8576,850,0,1.1,109
RUSSIAN FEDERATION,417543,125237,88299,196469,3862,3676,2.83,3545
RWANDA,139,0,130,1,9,0,0.02,8
SAINT HELENA,3,0,3,0,0,0,0.65,0
SAINT LUCIA,87,0,87,0,0,0,0.56,5
SAMOA,37,0,37,0,0,0,0.21,6
SAO TOME & PRINCIPE,13,0,13,0,0,0,0.1,2
SAUDI ARABIA,61756,0,36884,22490,2219,163,3.15,3279
SENEGAL,1009,0,870,3,136,0,0.11,254
SEYCHELLES,139,0,139,0,0,0,1.79,94
SIERRA LEONE,100,0,94,0,6,0,0.02,17
SINGAPORE,13654,0,12704,724,226,0,3.55,18854
SLOVAKIA,10701,4790,1685,3584,642,0,1.98,17
SLOVENIA,4155,1437,2019,533,166,0,2.1,17
SOLOMON ISLANDS,41,0,41,0,0,0,0.1,7
SOMALIA,134,0,134,0,0,0,0.02,60
SOUTH AFRICA,102328,91907,8376,948,1097,0,2.32,3547
SPAIN,76999,20482,43348,8300,4866,3,1.93,7258
SRI LANKA,2350,1,2215,0,133,0,0.13,282
ST. KITTS-NEVIS,44,0,44,0,0,0,0.96,3
ST. PIERRE & MIQUELON,15,0,15,0,0,0,2.4,3
ST. VINCENT & THE GRENADINES,45,0,45,0,0,0,0.42,0
SUDAN,1389,0,1358,0,31,0,0.04,85
SURINAME,580,0,572,0,8,0,1.26,27
SWAZILAND,338,159,178,0,0,0,0.32,1
SWEDEN,13937,2520,10608,495,313,0,1.57,1897
SWITZERLAND,11097,98,8988,1528,483,0,1.54,1225
SYRIAN ARAB REPUBLIC,14282,3,9834,3057,698,690,0.92,79
TAIWAN,56484,26079,24629,3289,2486,0,2.56,4791
TAJIKISTAN,687,9,274,400,4,0,0.11,4
THAILAND,48030,7576,28564,8441,3448,0,0.77,1861
TOGO,419,0,337,0,82,0,0.09,7
TONGA,30,0,30,0,0,0,0.31,3
TRINIDAD AND TOBAGO,6148,0,1068,4986,94,0,4.78,356
TUNISIA,4999,81,2813,1372,662,71,0.53,9
TURKEY,53660,21298,21023,6615,4659,65,0.86,652
TURKMENISTAN,10275,0,3522,6691,61,0,2.31,278
TURKS AND CAICOS ISLANDS,18,0,18,0,0,0,1,0
TUVALU,2,0,2,0,0,0,0,0
UGANDA,358,0,311,0,47,0,0.02,27
UKRAINE,90687,39384,10202,40308,793,0,1.84,563
UNITED ARAB EMIRATES,21373,0,4178,15551,961,682,7.38,9438
UNITED KINGDOM,144788,35514,53631,52588,1727,1328,2.46,9981
UNITED REPUBLIC OF TANZANIA,692,54,525,0,113,0,0.02,69
UNITED STATES OF AMERICA,1501137,541784,618335,327459,11938,1621,5.3,38142
URUGUAY,1834,1,1716,11,107,0,0.55,275
UZBEKISTAN,33552,1099,5389,26456,608,0,1.37,0
VANUATU,23,0,23,0,0,0,0.13,3
VENEZUELA,47211,36,24708,21233,1156,78,1.98,657
VIET NAM,13006,5467,5523,589,1427,0,0.17,167
YEMEN,3789,0,3591,0,198,0,0.22,140
YUGOSLAVIA (MONTENEGRO & SERBIA),10104,7772,1213,905,214,0,0.93,27
ZAMBIA,493,76,376,0,41,0,0.05,29
ZIMBABWE,4318,2893,1289,0,136,0,0.35,74
