Country,Total,Solid Fuel,Liquid Fuel,Gas Fuel,Cement,Gas Flaring,Per Capita,Bunker fuels (Not in Total)
GERMANY,235645,96680,91700,42033,4529,704,2.88,6236
GHANA,1439,2,1260,0,177,0,0.08,66
GIBRALTAR,75,0,75,0,0,0,2.76,1650
GREECE,21484,9002,10485,27,1969,1,2.01,3824
GREENLAND,137,0,137,0,0,0,2.47,0
GRENADA,41,0,41,0,0,0,0.41,5
GUADELOUPE,399,0,368,0,31,0,0.99,95
GUATEMALA,1954,0,1792,6,157,0,0.2,0
GUINEA,352,0,318,0,34,0,0.05,15
GUINEA BISSAU,50,0,50,0,0,0,0.04,7
GUYANA,399,0,399,0,0,0,0.55,9
HAITI,246,0,246,0,0,0,0.03,17
HONDURAS,1058,0,960,0,98,0,0.19,0
HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA,8582,5042,3266,15,260,0,1.4,4293
HUNGARY,16463,4967,5374,5730,391,0,1.59,151
ICELAND,531,57,463,0,11,0,1.98,94
INDIA,221315,142299,59029,10658,8432,898,0.23,551
INDONESIA,61342,6871,31076,17624,3146,2625,0.31,504
IRAQ,20275,0,18301,1661,287,26,1,342
IRELAND,8991,3067,4231,1458,235,0,2.49,412
ISLAMIC REPUBLIC OF IRAN,74432,1067,42742,22264,2217,6142,1.25,1189
ISRAEL,13935,4790,8289,12,844,0,2.61,752
ITALY (INCLUDING SAN MARINO),117394,12652,72268,27889,4585,0,2.06,3764
JAMAICA,2503,40,2392,0,71,0,1.02,172
JAPAN,322729,88689,188503,33232,12304,0,2.59,9227
JORDAN,3697,0,3102,118,477,0,0.84,209
KAZAKHSTAN,46132,30232,9243,6301,356,0,2.9,293
KENYA,2060,101,1747,0,213,0,0.08,47
KIRIBATI,8,0,8,0,0,0,0.1,1
KUWAIT,14950,0,9562,4861,265,262,9.18,806
KYRGYZSTAN,1235,340,381,472,42,0,0.27,53
LAO PEOPLE S DEMOCRATIC REPUBLIC,95,17,77,0,1,0,0.02,7
LATVIA,2575,276,1640,631,28,0,1.03,44
LEBANON,3703,137,3085,0,481,0,1.07,151
LESOTHO,466,369,97,0,0,0,0.26,0
LIBERIA,89,0,88,0,1,0,0.04,14
LIBYAN ARAB JAMAHIRIYAH,12550,4,8701,2474,437,935,2.63,323
LITHUANIA,4419,294,2770,1267,88,0,1.22,33
LUXEMBOURG,2268,531,1292,348,97,0,5.57,157
MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA,336,0,336,0,0,0,0.84,0
MACEDONIA,2956,2222,663,0,71,0,1.51,17
MADAGASCAR,345,7,332,0,5,0,0.03,15
MALAWI,251,48,184,0,19,0,0.03,5
MALAYSIA,33033,1728,16902,11465,1457,1480,1.59,217
MALDIVES,68,0,68,0,0,0,0.27,49
MALI,128,0,126,0,2,0,0.01,14
MALTA,579,34,545,0,0,0,1.5,81
MARSHALL ISLANDS,18,0,18,0,0,0,0.36,0
MARTINIQUE,447,0,417,0,30,0,1.21,135
MAURITANIA,293,3,274,0,16,0,0.13,19
MAURITIUS,499,46,454,0,0,0,0.44,126
MEXICO,90760,6077,64750,15535,3270,1128,0.98,2532
MONGOLIA,2160,1867,278,0,15,0,0.94,0
MONTSERRAT,9,0,9,0,0,0,0.9,2
MOROCCO,8283,1904,5501,7,871,0,0.31,68
MOZAMBIQUE,304,41,255,0,8,0,0.02,19
MYANMAR (FORMERLY BURMA),1898,18,1045,761,70,4,0.05,7
NAMIBIA,445,12,430,0,3,0,0.27,31
NAURU,29,0,29,0,0,0,2.94,9
NEPAL,555,93,418,0,44,0,0.03,0
NETHERLAND ANTILLES,1425,0,1425,0,0,0,7.5,1521
NETHERLANDS,48714,8992,17649,21547,432,94,3.16,11430
NEW CALEDONIA,566,135,418,0,14,0,2.97,23
NEW ZEALAND,7399,1217,3646,2390,129,17,2.01,736
NICARAGUA,758,0,714,0,44,0,0.16,0
NIGER,221,68,150,0,4,0,0.02,6
NIGERIA,9774,14,6659,2747,354,0,0.09,727
NIUE,2,0,2,0,0,0,0.77,0
NORWAY,9119,1060,5440,2162,219,238,2.09,913
OCCUPIED PALESTINIAN TERRITORY,258,0,258,0,0,0,0.1,0
OMAN,4335,0,2109,1877,160,189,1.94,475
PAKISTAN,23039,2274,11925,7672,1168,0,0.18,127
PALAU,64,0,64,0,0,0,3.69,14
PANAMA,814,26,672,32,84,0,0.3,1784
PAPUA NEW GUINEA,562,1,509,52,0,0,0.12,46
PARAGUAY,1081,0,995,0,86,0,0.23,15
PERU,6513,380,5358,258,516,0,0.27,298
PHILIPPINES,16556,1281,13837,4,1435,0,0.24,456
PLURINATIONAL STATE OF BOLIVIA,2686,0,1371,669,121,525,0.36,0
POLAND,93868,74799,11559,5618,1892,0,2.44,346
PORTUGAL,14145,3692,9348,0,1105,0,1.4,854
QATAR,8669,0,1531,7072,65,0,17.29,0
REPUBLIC OF CAMEROON,1153,1,1078,0,75,0,0.08,54
REPUBLIC OF KOREA,102201,28643,60861,5199,7498,0,2.29,6183
REPUBLIC OF MOLDOVA,3052,613,833,1599,7,0,0.7,13
REUNION,481,58,380,0,43,0,0.71,40
ROMANIA,34374,10534,10893,12017,931,0,1.52,153
RUSSIAN FEDERATION,444907,135806,103374,197763,4964,3000,2.99,3929
RWANDA,126,0,125,0,1,1,0.02,8
SAINT HELENA,3,0,3,0,0,0,0.48,0
SAINT LUCIA,85,0,85,0,0,0,0.57,0
SAMOA,32,0,32,0,0,0,0.19,6
SAO TOME & PRINCIPE,13,0,13,0,0,0,0.1,1
SAUDI ARABIA,64129,0,41143,20714,2145,126,3.47,3194
SENEGAL,953,0,834,25,94,0,0.11,190
SEYCHELLES,54,0,54,0,0,0,0.73,94
SIERRA LEONE,109,0,95,0,14,0,0.03,16
SINGAPORE,11501,11,10132,923,435,0,3.3,14402
SLOVAKIA,11485,5698,2134,3259,395,0,2.14,33
SLOVENIA,3928,1485,1843,466,135,0,2,16
SOLOMON ISLANDS,39,0,39,0,0,0,0.11,6
SOMALIA,161,0,158,0,3,0,0.02,59
SOUTH AFRICA,98789,87208,9275,1071,1234,0,2.39,3085
SPAIN,65888,19759,37709,4823,3594,3,1.67,4466
SRI LANKA,1610,1,1487,0,122,0,0.09,355
ST. KITTS-NEVIS,35,0,35,0,0,0,0.82,3
ST. PIERRE & MIQUELON,19,0,19,0,0,0,3.06,3
ST. VINCENT & THE GRENADINES,35,0,35,0,0,0,0.33,0
SUDAN,1172,0,1119,0,53,0,0.04,45
SURINAME,563,0,555,0,8,0,1.29,26
SWAZILAND,124,124,0,0,0,0,0.13,0
SWEDEN,15041,2992,11233,471,345,0,1.7,1410
SWITZERLAND,10697,197,8582,1371,547,0,1.51,1032
SYRIAN ARAB REPUBLIC,11362,4,8847,1397,607,507,0.8,134
TAIWAN,47545,17686,24532,2270,3057,0,2.23,3119
TAJIKISTAN,668,14,183,457,14,0,0.12,4
THAILAND,43947,6570,27312,5319,4746,0,0.74,1791
TOGO,260,0,212,0,48,0,0.06,9
TONGA,26,0,26,0,0,0,0.27,2
TRINIDAD AND TOBAGO,4642,0,891,3143,76,532,3.68,91
TUNISIA,4291,65,2459,1024,672,71,0.48,87
TURKEY,46898,17658,21078,3614,4509,39,0.8,378
TURKMENISTAN,9272,0,2214,7000,59,0,2.21,172
TURKS AND CAICOS ISLANDS,13,0,13,0,0,0,0.82,0
TUVALU,2,0,2,0,0,0,0,0
UGANDA,256,0,244,0,12,0,0.01,16
UKRAINE,121610,58726,19076,42773,1034,0,2.38,761
UNITED ARAB EMIRATES,19264,0,6022,12247,805,189,8.2,410
UNITED KINGDOM,146746,47940,55268,40672,1605,1261,2.52,8264
UNITED REPUBLIC OF TANZANIA,969,31,857,0,81,0,0.03,43
UNITED STATES OF AMERICA,1399760,501826,566173,316938,10652,4171,5.18,37502
URUGUAY,1252,0,1170,0,82,0,0.39,376
UZBEKISTAN,28207,1149,5230,21366,462,0,1.23,0
VANUATU,18,0,18,0,0,0,0.1,2
VENEZUELA,36365,5,16366,15602,1043,3349,1.65,836
VIET NAM,7933,3425,3599,116,793,0,0.11,60
YEMEN,2854,0,2706,0,148,0,0.19,161
YUGOSLAVIA (MONTENEGRO & SERBIA),11066,9229,1047,559,231,0,1.02,36
ZAMBIA,592,90,460,0,42,0,0.07,24
ZIMBABWE,4126,2896,1098,0,132,0,0.35,91
