Country,Total,Solid Fuel,Liquid Fuel,Gas Fuel,Cement,Gas Flaring,Per Capita,Bunker fuels (Not in Total)
FRANCE (INCLUDING MONACO),106542,21610,63515,17812,3605,0,1.87,4648
FRENCH GUIANA,182,0,182,0,0,0,1.49,17
FRENCH POLYNESIA,118,0,118,0,0,0,0.59,46
GABON,1237,0,239,57,16,925,1.29,70
GAMBIA,49,0,49,0,0,0,0.05,5
GERMANY,253606,121566,90980,36072,4678,310,3.18,5410
GHANA,1073,2,969,0,102,0,0.07,52
GIBRALTAR,54,0,54,0,0,0,2.02,1505
GREECE,20197,8337,10168,85,1606,1,1.97,2621
GREENLAND,149,0,149,0,0,0,2.68,0
GRENADA,30,0,30,0,0,0,0.31,4
GUADELOUPE,351,0,318,0,33,0,0.9,78
GUATEMALA,1378,0,1177,4,196,0,0.15,0
GUINEA,280,0,280,0,0,0,0.05,13
GUINEA BISSAU,48,0,48,0,0,0,0.05,7
GUYANA,304,0,304,0,0,0,0.42,11
HAITI,272,18,220,0,34,0,0.04,28
HONDURAS,736,0,642,0,94,0,0.15,0
HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA,7810,5332,2251,0,228,0,1.33,2409
HUNGARY,18158,6462,5831,5520,344,0,1.75,108
ICELAND,482,67,401,0,14,0,1.87,63
INDIA,179490,118564,45421,6431,6936,2138,0.2,723
INDONESIA,49013,3690,28237,11871,2197,3019,0.26,398
IRAQ,12447,1,10777,963,680,26,0.7,248
IRELAND,8563,3553,3593,1199,218,0,2.42,308
ISLAMIC REPUBLIC OF IRAN,62013,1049,39293,13542,2040,6090,1.11,970
ISRAEL,10023,2964,6562,13,483,0,2.16,545
ITALY (INCLUDING SAN MARINO),115597,14268,69875,25904,5550,0,2.03,3674
JAMAICA,2115,37,2026,0,52,0,0.89,142
JAPAN,299804,80994,177592,29036,12181,0,2.44,8727
JORDAN,2672,0,2487,0,185,0,0.74,92
KENYA,1320,96,1030,0,194,0,0.05,109
KIRIBATI,6,0,6,0,0,0,0.08,1
KUWAIT,2779,0,2370,392,13,4,1.37,120
KUWAITI OIL FIRES,130438,0,123118,0,0,7320,0,0
LAO PEOPLE S DEMOCRATIC REPUBLIC,64,1,63,0,0,0,0.01,5
LEBANON,2312,0,2190,0,122,0,0.76,77
LESOTHO,417,326,91,0,0,0,0.25,0
LIBERIA,76,0,76,0,0,0,0.04,14
LIBYAN ARAB JAMAHIRIYAH,11689,4,6901,2531,322,1932,2.64,248
LUXEMBOURG,2895,1105,1417,279,94,0,7.5,114
MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA,298,0,298,0,0,0,0.81,0
MADAGASCAR,282,9,265,0,8,0,0.02,12
MALAWI,217,45,157,0,16,0,0.02,5
MALAYSIA,18705,1657,11516,3628,1013,890,1,96
MALDIVES,42,0,42,0,0,0,0.19,29
MALI,119,0,116,0,3,0,0.01,12
MALTA,561,150,411,0,0,0,1.51,77
MARTINIQUE,382,0,349,0,33,0,1.06,124
MAURITANIA,251,4,233,0,14,0,0.12,18
MAURITIUS,415,48,368,0,0,0,0.39,94
MEXICO,90526,4233,67285,15084,3414,510,1.05,1476
MONGOLIA,3316,2776,508,0,31,0,1.49,0
MONTSERRAT,8,0,8,0,0,0,0.7,1
MOROCCO,6811,1478,4527,20,785,0,0.27,62
MOZAMBIQUE,279,45,223,0,11,0,0.02,52
MYANMAR (FORMERLY BURMA),1140,79,551,448,60,2,0.03,28
NAMIBIA,288,11,277,0,0,0,0.2,23
NAURU,34,0,34,0,0,0,3.67,11
NEPAL,262,49,196,0,18,0,0.01,0
NETHERLAND ANTILLES,1181,0,1181,0,0,0,6.17,1513
NETHERLANDS,45038,8165,14820,21518,482,53,3,11147
NEW CALEDONIA,482,127,342,0,12,0,2.78,22
NEW ZEALAND,6568,1127,2702,2629,78,33,1.91,595
NICARAGUA,547,0,514,0,33,0,0.13,0
NIGER,197,62,131,0,3,0,0.02,10
NIGERIA,11528,52,8511,2489,476,0,0.12,605
NIUE,2,0,2,0,0,0,0.73,0
NORWAY,8747,812,6367,1207,156,205,2.05,672
OCCUPIED PALESTINIAN TERRITORY,241,0,241,0,0,0,0,0
OMAN,3210,0,1522,1217,135,336,1.65,457
PACIFIC ISLANDS (PALAU),64,0,64,0,0,0,1.38,13
PAKISTAN,18610,2190,8819,6546,1056,0,0.16,141
PANAMA,885,35,777,31,41,0,0.36,1504
PAPUA NEW GUINEA,563,1,522,41,0,0,0.13,25
PARAGUAY,582,0,538,0,44,0,0.13,29
PERU,5534,264,4555,323,299,94,0.25,179
PHILIPPINES,11980,1127,9913,0,940,0,0.19,368
PLURINATIONAL STATE OF BOLIVIA,1638,0,896,411,81,250,0.24,0
POLAND,98621,82392,9387,5208,1634,0,2.58,324
PORTUGAL,11997,3015,7966,0,1016,0,1.21,938
QATAR,4828,0,832,3924,72,0,10,0
REPUBLIC OF CAMEROON,301,1,229,0,71,0,0.02,32
REPUBLIC OF KOREA,71307,26320,38258,1969,4760,0,1.64,2391
REUNION,372,0,372,0,0,0,0.6,12
ROMANIA,38257,10475,12008,14863,910,0,1.65,138
RWANDA,133,0,125,0,8,0,0.02,8
SAINT HELENA,2,0,2,0,0,0,0.31,0
SAINT LUCIA,46,0,46,0,0,0,0.33,0
SAMOA,29,0,29,0,0,0,0.18,6
SAO TOME & PRINCIPE,13,0,13,0,0,0,0.11,1
SAUDI ARABIA,73021,0,40809,30430,1546,236,4.38,3624
SENEGAL,934,0,864,2,68,0,0.13,121
SEYCHELLES,47,0,47,0,0,0,0.65,91
SIERRA LEONE,149,0,149,0,0,0,0.04,60
SINGAPORE,12345,12,12061,0,272,0,3.98,10163
SOLOMON ISLANDS,40,0,40,0,0,0,0.13,6
SOMALIA,193,0,192,0,1,0,0.03,56
SOUTH AFRICA,89013,75795,11255,953,1010,0,2.36,261
SPAIN,61531,20796,33788,3497,3416,34,1.58,4482
SRI LANKA,1139,2,1083,0,54,0,0.06,300
ST. KITTS-NEVIS,29,0,29,0,0,0,0.72,3
ST. PIERRE & MIQUELON,28,0,28,0,0,0,4.52,38
ST. VINCENT & THE GRENADINES,21,0,21,0,0,0,0.19,0
SUDAN,1334,0,1311,0,23,0,0.05,42
SURINAME,560,0,553,0,7,0,1.36,13
SWAZILAND,89,89,0,0,0,0,0.1,0
SWEDEN,14051,2807,10533,385,326,0,1.63,994
SWITZERLAND,11646,314,9550,1144,639,0,1.71,810
SYRIAN ARAB REPUBLIC,11598,1,8762,998,476,1361,0.91,269
TAIWAN,36784,12567,20033,1546,2638,0,1.79,1773
THAILAND,27211,4263,16724,3770,2455,0,0.47,1518
TOGO,230,0,177,0,53,0,0.06,3
TONGA,26,0,26,0,0,0,0.27,3
TRINIDAD AND TOBAGO,4640,0,872,2960,66,741,3.79,79
TUNISIA,4224,74,3070,512,545,23,0.5,68
TURKEY,40529,18639,16155,2179,3548,8,0.74,309
TURKS AND CAICOS ISLANDS,8,0,8,0,0,0,0.69,0
TUVALU,2,0,2,0,0,0,0,0
UGANDA,213,0,206,0,7,0,0.01,15
UNITED ARAB EMIRATES,15547,0,4759,10043,472,273,8.14,257
UNITED KINGDOM,154576,64544,56582,31778,1672,0,2.68,7092
UNITED REPUBLIC OF TANZANIA,654,3,579,0,73,0,0.02,42
UNITED STATES OF AMERICA,1314657,481567,534850,286432,9311,2498,5.06,37321
URUGUAY,1242,1,1174,0,68,0,0.4,180
USSR,997905,300724,353542,320069,17272,6298,3.43,0
VANUATU,18,0,18,0,0,0,0.12,1
VENEZUELA,31481,311,16493,11757,862,2059,1.56,793
VIET NAM,5850,3265,2176,1,408,0,0.09,0
YEMEN,2511,0,2395,0,116,0,0.2,321
YUGOSLAVIA (FORMER SOCIALIST FEDERAL REPUBLIC),25710,10916,11108,2631,1020,34,1.08,0
ZAMBIA,659,229,380,0,50,0,0.08,30
ZIMBABWE,4351,3486,747,0,118,0,0.4,45
