Country,Total,Solid Fuel,Liquid Fuel,Gas Fuel,Cement,Gas Flaring,Per Capita,Bunker fuels (Not in Total)
KIRIBATI,8,0,8,0,0,0,0.1,1
KUWAIT,14111,0,8758,4907,183,262,8,916
KYRGYZSTAN,1624,529,466,533,96,0,0.34,45
LAO PEOPLE S DEMOCRATIC REPUBLIC,187,85,91,0,11,0,0.04,9
LATVIA,2199,169,1335,645,50,0,0.91,25
LEBANON,4540,145,3944,0,451,0,1.25,104
LESOTHO,492,391,101,0,0,0,0.26,0
LIBERIA,102,0,101,0,1,0,0.04,13
LIBYAN ARAB JAMAHIRIYAH,12401,0,8486,2781,408,727,2.46,323
LITHUANIA,4417,183,3032,1095,107,0,1.24,50
LUXEMBOURG,2006,116,1400,395,95,0,4.72,235
MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA,425,0,425,0,0,0,1.02,0
MACEDONIA,3443,2622,746,11,63,0,1.73,14
MADAGASCAR,474,9,459,0,6,0,0.03,15
MALAWI,255,51,187,0,18,0,0.02,6
MALAYSIA,31139,1715,16294,9809,1414,1907,1.39,1728
MALDIVES,82,0,82,0,0,0,0.31,66
MALI,208,0,208,0,0,0,0.02,15
MALTA,585,0,585,0,0,0,1.49,88
MARSHALL ISLANDS,19,0,19,0,0,0,0.37,0
MARTINIQUE,444,0,414,0,30,0,1.17,146
MAURITANIA,306,1,291,0,14,0,0.12,21
MAURITIUS,592,44,548,0,0,0,0.5,184
MEXICO,106105,7169,72128,19402,3773,3634,1.09,2987
MONGOLIA,2102,1756,331,0,15,0,0.89,0
MONTSERRAT,8,0,8,0,0,0,1.23,1
MOROCCO,8737,2491,5220,18,1008,0,0.31,251
MOZAMBIQUE,309,0,280,0,29,0,0.02,24
MYANMAR (FORMERLY BURMA),2203,15,1276,860,50,3,0.05,44
NAMIBIA,520,12,488,0,20,0,0.29,27
NAURU,27,0,27,0,0,0,2.66,9
NEPAL,614,83,492,0,38,0,0.03,38
NETHERLAND ANTILLES,77,0,77,0,0,0,0.42,1542
NETHERLANDS,48661,7925,18049,22192,435,60,3.1,13003
NEW CALEDONIA,494,87,407,0,0,0,2.42,23
NEW ZEALAND,8189,1202,4220,2597,129,42,2.16,767
NICARAGUA,933,0,882,0,51,0,0.19,23
NIGER,261,72,186,0,4,0,0.03,9
NIGERIA,10327,9,6942,3010,367,0,0.09,586
NIUE,2,0,2,0,0,0,0.83,0
NORWAY,10302,1109,6013,2690,228,263,2.32,1086
OCCUPIED PALESTINIAN TERRITORY,399,0,399,0,0,0,0.13,0
OMAN,4516,0,1492,2413,181,430,2,188
PAKISTAN,26633,2233,14350,8838,1211,0,0.19,127
PALAU,65,0,65,0,0,0,3.53,14
PANAMA,1622,43,1478,0,102,0,0.57,2103
PAPUA NEW GUINEA,781,1,708,72,0,0,0.15,48
PARAGUAY,1228,0,1129,0,99,0,0.24,28
PERU,7583,400,6295,298,590,0,0.3,312
PHILIPPINES,18882,1872,15252,5,1753,0,0.26,557
PLURINATIONAL STATE OF BOLIVIA,2997,0,1800,786,159,253,0.38,0
POLAND,88746,67420,13348,5942,2036,0,2.31,470
PORTUGAL,15767,3214,10826,435,1292,0,1.54,801
QATAR,8836,0,3238,5464,134,0,16.1,0
REPUBLIC OF CAMEROON,875,0,774,0,101,0,0.06,51
REPUBLIC OF KOREA,99491,34031,51386,7802,6268,4,2.19,8350
REPUBLIC OF MOLDOVA,1710,268,580,851,10,0,0.41,18
REUNION,687,181,454,0,52,0,0.96,56
ROMANIA,27224,7615,9257,9359,993,0,1.22,115
RUSSIAN FEDERATION,407828,116622,90097,194221,3536,3352,2.76,3429
RWANDA,133,0,125,0,8,0,0.02,8
SAINT HELENA,3,0,3,0,0,0,0.65,0
SAINT LUCIA,84,0,84,0,0,0,0.55,4
SAMOA,36,0,36,0,0,0,0.21,6
SAO TOME & PRINCIPE,13,0,13,0,0,0,0.1,2
SAUDI ARABIA,56635,0,31363,22899,2147,226,2.94,3168
SENEGAL,935,0,789,11,136,0,0.1,251
SEYCHELLES,118,0,118,0,0,0,1.53,91
SIERRA LEONE,113,0,99,0,14,0,0.03,17
SINGAPORE,13258,0,12051,889,318,0,3.52,17541
SLOVAKIA,11039,4934,1924,3541,640,0,2.05,25
SLOVENIA,4143,1537,1939,512,156,0,2.09,15
SOLOMON ISLANDS,39,0,39,0,0,0,0.1,6
SOMALIA,140,0,140,0,0,0,0.02,61
SOUTH AFRICA,103007,88925,12169,725,1188,0,2.37,3226
SPAIN,71323,18319,41252,7251,4499,2,1.8,7318
SRI LANKA,2134,1,2014,0,119,0,0.12,295
ST. KITTS-NEVIS,41,0,41,0,0,0,0.91,3
ST. PIERRE & MIQUELON,15,0,15,0,0,0,2.39,3
ST. VINCENT & THE GRENADINES,44,0,44,0,0,0,0.41,0
SUDAN,1281,0,1254,0,27,0,0.04,34
SURINAME,575,0,567,0,8,0,1.27,27
SWAZILAND,331,154,177,0,0,0,0.32,1
SWEDEN,14447,2645,11002,494,306,0,1.63,1899
SWITZERLAND,11373,95,9313,1475,490,0,1.58,1173
SYRIAN ARAB REPUBLIC,13710,0,9417,2986,627,680,0.9,77
TAIWAN,54506,24748,23780,3304,2673,0,2.49,3977
TAJIKISTAN,681,13,264,402,2,0,0.11,4
THAILAND,44818,6692,27219,7817,3090,0,0.73,1871
TOGO,318,0,250,0,68,0,0.07,16
TONGA,24,0,24,0,0,0,0.25,3
TRINIDAD AND TOBAGO,5215,0,693,4428,94,0,4.07,60
TUNISIA,4909,57,2845,1312,624,71,0.53,3
TURKEY,54708,23283,20586,5587,5195,57,0.89,551
TURKMENISTAN,8752,0,3223,5468,61,0,1.99,257
TURKS AND CAICOS ISLANDS,16,0,16,0,0,0,0.95,0
TUVALU,2,0,2,0,0,0,0,0
UGANDA,345,0,301,0,44,0,0.02,24
UKRAINE,89620,39933,11769,37158,760,0,1.8,567
UNITED ARAB EMIRATES,22224,0,5218,15258,961,787,8.07,10016
UNITED KINGDOM,145052,39770,52760,49578,1688,1256,2.47,10060
UNITED REPUBLIC OF TANZANIA,697,33,558,0,106,0,0.02,68
UNITED STATES OF AMERICA,1472869,538390,609824,311509,11631,1514,5.26,34316
URUGUAY,1551,1,1430,1,119,0,0.47,260
UZBEKISTAN,32491,1107,5169,25752,462,0,1.35,0
VANUATU,22,0,22,0,0,0,0.12,3
VENEZUELA,45634,960,21136,21910,1115,513,1.95,648
VIET NAM,12957,5918,5198,518,1324,0,0.17,112
YEMEN,3327,0,3164,0,163,0,0.2,161
YUGOSLAVIA (MONTENEGRO & SERBIA),14652,10532,2562,1251,306,0,1.35,56
ZAMBIA,631,126,457,0,48,0,0.07,23
ZIMBABWE,3887,2656,1081,0,150,0,0.32,97
