Country,Total,Solid Fuel,Liquid Fuel,Gas Fuel,Cement,Gas Flaring,Per Capita,Bunker fuels (Not in Total)
GHANA,2552,0,2307,0,245,0,0.12,136
GIBRALTAR,114,0,114,0,0,0,3.89,3409
GREECE,26530,9079,13604,1716,2132,0,2.36,3499
GREENLAND,171,0,171,0,0,0,2.98,53
GRENADA,63,0,63,0,0,0,0.61,5
GUADELOUPE,588,109,448,0,31,0,1.31,91
GUATEMALA,3449,461,2662,0,326,0,0.26,164
GUINEA,516,0,516,0,0,0,0.06,19
GUINEA BISSAU,59,0,59,0,0,0,0.04,9
GUYANA,352,0,352,0,0,0,0.47,7
HAITI,576,0,537,0,39,0,0.06,21
HONDURAS,1911,90,1594,0,227,0,0.27,25
HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA,11469,6888,3228,1217,137,0,1.68,9454
HUNGARY,15650,3324,4662,7156,506,2,1.55,226
ICELAND,627,92,516,0,19,0,2.08,178
INDIA,355527,233351,86420,13494,21760,502,0.31,3402
INDONESIA,94115,30398,41621,15673,4760,1663,0.41,928
IRAQ,26935,0,19601,3264,476,3594,0.96,0
IRELAND,11770,2591,6043,2458,677,0,2.78,781
ISLAMIC REPUBLIC OF IRAN,138898,1633,63690,60464,4801,8311,1.97,1314
ISRAEL,17036,8166,7016,1161,692,0,2.52,1140
ITALY (INCLUDING SAN MARINO),127992,17238,61036,43216,6503,0,2.17,4750
JAMAICA,3135,20,3012,0,103,0,1.16,230
JAPAN,335832,115165,162766,48390,9512,0,2.66,10276
JORDAN,5760,0,3969,1251,540,0,1.05,95
KAZAKHSTAN,52531,31453,8691,11723,664,0,3.43,147
KENYA,2611,121,2194,0,296,0,0.07,530
KIRIBATI,19,0,19,0,0,0,0.21,4
KUWAIT,20117,0,12522,7160,299,136,8.56,1170
KYRGYZSTAN,1502,607,347,403,144,0,0.3,264
LAO PEOPLE S DEMOCRATIC REPUBLIC,423,266,103,0,54,0,0.07,9
LATVIA,2185,88,1181,879,38,0,0.95,226
LEBANON,3943,137,3352,0,455,0,0.96,104
LESOTHO,556,444,112,0,0,0,0.27,0
LIBERIA,204,0,183,0,21,0,0.06,14
LIBYAN ARAB JAMAHIRIYAH,14527,1,8952,3289,721,1564,2.46,615
LITHUANIA,3861,285,1898,1533,145,0,1.14,165
LUXEMBOURG,3095,108,2096,768,123,0,6.65,337
MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA,442,0,442,0,0,0,0.9,0
MACEDONIA,2983,2033,782,42,126,0,1.46,3
MADAGASCAR,459,11,428,0,20,0,0.02,54
MALAWI,249,43,180,0,26,0,0.02,8
MALAYSIA,45733,7267,13795,18981,2502,3189,1.72,1708
MALDIVES,207,0,207,0,0,0,0.69,36
MALI,257,0,257,0,0,0,0.02,16
MALTA,702,0,702,0,0,0,1.71,726
MARSHALL ISLANDS,25,0,25,0,0,0,0.48,0
MARTINIQUE,580,0,550,0,30,0,1.45,123
MAURITANIA,439,0,388,0,51,0,0.14,15
MAURITIUS,990,310,680,0,0,0,0.78,232
MEXICO,130693,13725,77699,32188,5489,1592,1.21,3169
MONGOLIA,2562,2012,532,0,19,0,0.99,0
MONTENEGRO,650,343,307,0,0,0,1.04,13
MONTSERRAT,10,0,10,0,0,0,1.74,1
MOROCCO,12933,4012,7078,299,1544,0,0.42,368
MOZAMBIQUE,540,0,414,44,82,0,0.03,49
MYANMAR (FORMERLY BURMA),3504,260,1488,1675,78,4,0.08,13
NAMIBIA,636,46,589,0,0,0,0.3,23
NAURU,12,0,12,0,0,0,1.16,3
NEPAL,699,161,498,0,40,0,0.03,43
NETHERLAND ANTILLES,1630,0,1630,0,0,0,8.64,1991
NETHERLANDS,48988,7397,19801,21397,379,14,2.99,17516
NEW CALEDONIA,742,198,528,0,16,0,3.16,17
NEW ZEALAND,9121,2084,4806,2068,152,12,2.18,846
NICARAGUA,1218,0,1146,0,72,0,0.22,15
NIGER,189,72,109,0,8,0,0.01,9
NIGERIA,26968,6,8906,5900,449,11707,0.19,532
NIUE,1,0,1,0,0,0,0.51,0
NORWAY,12069,736,8343,2513,231,245,2.58,769
OCCUPIED PALESTINIAN TERRITORY,618,0,618,0,0,0,0.17,0
OMAN,10800,0,3829,5629,491,851,4.34,286
PAKISTAN,39835,4828,14798,17401,2809,0,0.25,234
PALAU,72,0,72,0,0,0,3.6,13
PANAMA,2010,149,1718,0,143,0,0.61,2462
PAPUA NEW GUINEA,1175,0,1099,76,0,0,0.19,60
PARAGUAY,1087,0,1005,0,82,0,0.18,21
PERU,9511,720,5111,1045,786,1848,0.34,551
PHILIPPINES,18460,4853,10549,1422,1636,0,0.21,770
PLURINATIONAL STATE OF BOLIVIA,4106,0,1805,2032,222,46,0.44,39
POLAND,86976,60813,16300,7858,1998,7,2.28,612
PORTUGAL,16312,3392,9513,2273,1134,0,1.54,1196
QATAR,17310,0,5096,9849,213,2152,17.69,500
REPUBLIC OF CAMEROON,1053,0,917,0,136,0,0.06,71
REPUBLIC OF KOREA,128349,54413,48666,17930,7340,0,2.72,11158
REPUBLIC OF MOLDOVA,1362,94,510,644,114,0,0.37,10
REUNION,988,392,543,0,54,0,1.23,44
ROMANIA,28184,10383,7812,8868,1122,0,1.3,114
RUSSIAN FEDERATION,455212,122547,94450,224041,7443,6732,3.17,4532
RWANDA,144,0,130,0,14,0,0.02,10
SAINT HELENA,3,0,3,0,0,0,0.56,0
SAINT LUCIA,100,0,100,0,0,0,0.6,5
SAMOA,45,0,45,0,0,0,0.25,8
SAO TOME & PRINCIPE,23,0,23,0,0,0,0.15,5
SAUDI ARABIA,118009,0,77447,36845,3680,37,4.76,3771
SENEGAL,1290,122,770,6,392,0,0.12,198
SERBIA,14728,9405,3670,1244,410,0,1.5,44
SEYCHELLES,200,0,200,0,0,0,2.37,114
SIERRA LEONE,200,0,168,0,32,0,0.04,10
SINGAPORE,8399,4,4643,3752,0,0,1.9,28164
SLOVAKIA,10664,4744,2070,3359,489,3,1.97,33
SLOVENIA,4430,1692,2004,562,173,0,2.21,46
SOLOMON ISLANDS,45,0,45,0,0,0,0.09,7
SOMALIA,162,0,162,0,0,0,0.02,56
SOUTH AFRICA,122142,104263,14487,1672,1721,0,2.53,2862
SPAIN,95456,19104,49497,19508,7348,0,2.17,9957
SRI LANKA,3266,62,2986,0,218,0,0.16,219
ST. KITTS-NEVIS,55,0,55,0,0,0,1.11,3
ST. PIERRE & MIQUELON,18,0,18,0,0,0,2.88,5
ST. VINCENT & THE GRENADINES,60,0,60,0,0,0,0.55,0
SUDAN,3276,0,3249,0,27,0,0.08,251
SURINAME,476,0,465,2,9,0,0.94,53
SWAZILAND,277,105,172,0,0,0,0.25,1
SWEDEN,13518,2770,9797,551,401,0,1.49,2383
SWITZERLAND,11413,150,9024,1690,549,0,1.51,1041
SYRIAN ARAB REPUBLIC,14612,3,10438,3189,653,330,0.77,121
TAIWAN,72841,40088,24164,5965,2624,0,3.18,3871
TAJIKISTAN,725,48,303,336,38,0,0.11,18
THAILAND,68734,12351,36029,14995,5359,0,1.02,2591
TIMOR-LESTE (FORMERLY EAST TIMOR),49,0,49,0,0,0,0.05,2
TOGO,333,0,224,0,109,0,0.06,31
TONGA,35,0,35,0,0,0,0.35,2
TRINIDAD AND TOBAGO,11638,0,1132,10386,120,0,8.81,715
TUNISIA,6270,0,3364,1882,943,81,0.63,8
TURKEY,71343,27957,20703,16222,6460,1,1.03,1664
TURKMENISTAN,13502,0,4093,9284,125,0,2.81,351
TURKS AND CAICOS ISLANDS,39,0,39,0,0,0,1.18,0
TUVALU,2,0,2,0,0,0,0,0
UGANDA,692,0,606,0,86,0,0.02,32
UKRAINE,89018,41308,10461,35381,1868,0,1.91,278
UNITED ARAB EMIRATES,33781,331,8650,22533,1768,499,7.24,13660
UNITED KINGDOM,147657,42493,51917,50630,1560,1056,2.43,12137
UNITED REPUBLIC OF TANZANIA,1644,13,1186,258,186,1,0.04,106
UNITED STATES OF AMERICA,1553664,571099,653101,313999,13561,1903,5.12,42954
URUGUAY,1813,2,1669,58,84,0,0.54,259
UZBEKISTAN,32803,1297,4004,26728,775,0,1.25,0
VANUATU,13,0,13,0,0,0,0.06,9
VENEZUELA,46227,43,26475,15492,1496,2720,1.7,852
VIET NAM,28019,11666,8847,3060,4446,0,0.33,501
WALLIS AND FUTUNA ISLANDS,8,0,8,0,0,0,0.53,1
YEMEN,5813,0,5613,0,200,0,0.27,203
ZAMBIA,625,36,514,0,75,0,0.05,50
ZIMBABWE,2849,2234,520,0,95,0,0.23,7
