Country,Total,Solid Fuel,Liquid Fuel,Gas Fuel,Cement,Gas Flaring,Per Capita,Bunker fuels (Not in Total)
COLOMBIA,20773,3677,9507,6001,1293,295,0.45,1122
COMOROS,44,0,44,0,0,0,0.06,2
CONGO,540,0,476,53,11,0,0.13,38
COOK ISLANDS,19,0,19,0,0,0,0.95,2
COSTA RICA,2064,63,1828,0,174,0,0.45,0
COTE D IVOIRE,1900,0,826,829,245,0,0.09,64
CROATIA,5501,704,2815,1644,338,0,1.27,86
CUBA,10465,21,9659,562,222,0,0.93,140
CYPRUS,2102,19,1901,0,181,0,1.9,391
CZECH REPUBLIC,30428,19505,5423,5040,460,0,2.9,259
DEMOCRATIC PEOPLE S REPUBLIC OF KOREA,18122,16591,701,0,830,0,0.74,0
DEMOCRATIC REPUBLIC OF THE CONGO (FORMERLY ZAIRE),551,0,471,12,67,0,0.01,126
DENMARK,12719,4172,5504,2762,211,70,2.29,1272
DJIBOUTI,141,0,141,0,0,0,0.17,88
DOMINICA,38,0,38,0,0,0,0.53,2
DOMINICAN REPUBLIC,5733,505,4262,408,558,0,0.58,357
ECUADOR,9943,0,8517,397,719,310,0.67,708
EGYPT,55281,1126,25725,22366,6065,0,0.67,2602
EL SALVADOR,1761,0,1586,0,175,0,0.29,92
EQUATORIAL GUINEA,1276,0,166,827,0,283,1.75,30
ERITREA,140,0,134,0,6,0,0.03,1
ESTONIA,4938,4158,378,351,51,0,3.71,224
ETHIOPIA,1796,36,1537,0,223,0,0.02,233
FAEROE ISLANDS,172,0,172,0,0,0,3.53,26
FALKLAND ISLANDS (MALVINAS),15,3,12,0,0,0,5.22,0
FEDERATED STATES OF MICRONESIA,31,0,31,0,0,0,0.3,1
FIJI,333,0,310,1,22,0,0.39,139
FINLAND,16930,7388,6980,2397,165,0,3.15,630
FRANCE (INCLUDING MONACO),96273,12332,54960,26569,2412,0,1.53,6636
FRENCH GUIANA,174,0,162,0,12,0,0.75,32
FRENCH POLYNESIA,234,0,234,0,0,0,0.87,50
GABON,1312,0,537,168,30,577,0.85,248
GAMBIA,118,0,116,1,0,0,0.07,15
GEORGIA,1722,218,754,634,117,0,0.41,34
GERMANY,206943,83574,71983,47408,3972,6,2.57,9078
GHANA,2715,0,2208,221,286,0,0.11,169
GIBRALTAR,127,0,127,0,0,0,4.14,3666
GREECE,22868,8457,11130,2020,1260,0,2.05,2973
GREENLAND,181,0,181,0,0,0,3.2,34
GRENADA,71,0,71,0,0,0,0.68,4
GUADELOUPE,627,112,474,0,41,0,1.37,91
GUATEMALA,3181,356,2445,0,380,0,0.22,293
GUINEA,710,0,678,0,32,0,0.06,21
GUINEA BISSAU,65,0,65,0,0,0,0.04,9
GUYANA,469,0,469,0,0,0,0.62,8
HAITI,580,0,539,0,41,0,0.06,17
HONDURAS,2175,124,1833,0,218,0,0.29,40
HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA,11093,6438,2688,1768,199,0,1.59,13595
HUNGARY,13696,2958,4318,6131,290,0,1.37,196
ICELAND,535,93,423,0,19,0,1.68,152
INDIA,468964,298209,112969,27357,29920,509,0.38,4035
INDONESIA,116924,35295,53405,20123,5369,2733,0.48,248
IRAQ,30596,0,21668,4044,1088,3796,0.99,0
IRELAND,10923,2201,5469,2930,324,0,2.37,671
ISLAMIC REPUBLIC OF IRAN,156267,1487,62100,75661,8296,8723,2.1,3088
ISRAEL,18784,7661,7673,2751,699,0,2.53,944
ITALY (INCLUDING SAN MARINO),110543,14655,48702,42507,4679,0,1.85,5284
JAMAICA,1990,31,1861,0,98,0,0.73,224
JAPAN,319505,119676,139083,53738,7008,0,2.51,8339
JORDAN,5776,0,3813,1429,534,0,0.89,119
KAZAKHSTAN,67780,35784,12921,18166,909,0,4.16,174
KENYA,3320,171,2644,0,505,0,0.08,576
KIRIBATI,17,0,17,0,0,0,0.16,3
KUWAIT,24441,0,16377,7678,272,114,7.99,1072
KYRGYZSTAN,1741,732,752,154,103,0,0.32,230
LAO PEOPLE S DEMOCRATIC REPUBLIC,447,181,104,0,163,0,0.07,9
LATVIA,2202,112,1091,913,86,0,1.05,316
LEBANON,5467,154,4470,132,711,0,1.26,213
LESOTHO,621,478,143,0,0,0,0.31,0
LIBERIA,216,0,206,0,10,0,0.05,15
LIBYAN ARAB JAMAHIRIYAH,16897,0,10515,3602,952,1829,2.7,486
LIECHTENSTEIN,15,0,0,15,0,0,0.4,0
LITHUANIA,3673,219,1785,1556,113,0,1.18,164
LUXEMBOURG,2991,78,2019,747,147,0,5.89,358
MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA,384,0,303,81,0,0,0.72,0
MACEDONIA,2346,1426,749,60,112,0,1.14,6
MADAGASCAR,534,29,483,0,22,0,0.03,54
MALAWI,312,46,240,0,26,0,0.02,6
MALAYSIA,59579,15103,20006,16596,2688,5186,2.12,1432
MALDIVES,255,0,255,0,0,0,0.77,39
MALI,263,0,263,0,0,0,0.02,18
MALTA,698,0,698,0,0,0,1.69,1365
MARSHALL ISLANDS,28,0,28,0,0,0,0.54,0
MARTINIQUE,548,0,528,0,20,0,1.39,117
MAURITANIA,610,0,535,0,75,0,0.17,15
MAURITIUS,1068,429,639,0,0,0,0.86,300
MEXICO,126618,13934,70873,33876,4692,3243,1.07,2875
MONGOLIA,3769,3051,674,0,44,0,1.39,0
MONTENEGRO,704,443,261,0,0,0,1.13,2
MONTSERRAT,18,0,18,0,0,0,3.55,1
MOROCCO,15260,3609,9391,356,1904,0,0.47,490
MOZAMBIQUE,746,7,577,42,120,0,0.03,55
MYANMAR (FORMERLY BURMA),3413,160,2046,1130,73,3,0.07,17
NAMIBIA,846,76,769,0,1,0,0.39,32
NAURU,12,0,12,0,0,0,1.17,4
NEPAL,1379,301,893,0,185,0,0.05,68
NETHERLAND ANTILLES,1244,0,1244,0,0,0,5.99,2061
NETHERLANDS,49919,6902,18219,24487,291,20,3,14837
NEW CALEDONIA,966,332,612,0,22,0,3.92,28
NEW ZEALAND,8667,1416,4672,2329,150,101,1.98,907
NICARAGUA,1237,0,1155,0,82,0,0.22,15
NIGER,320,90,226,0,4,0,0.02,11
NIGERIA,24957,28,10028,5512,1360,8029,0.16,498
NIUE,1,0,1,0,0,0,0.52,0
NORWAY,16391,790,10300,4843,177,282,3.35,693
OCCUPIED PALESTINIAN TERRITORY,555,0,555,0,0,0,0.14,0
OMAN,12931,0,2331,9309,612,679,4.39,1342
PAKISTAN,44013,4756,16989,18188,4080,0,0.26,286
PALAU,69,0,69,0,0,0,3.35,14
PANAMA,2499,70,2225,0,203,0,0.69,2916
PAPUA NEW GUINEA,1299,0,1193,79,27,0,0.19,64
PARAGUAY,1390,0,1302,0,88,0,0.22,22
PERU,15706,772,6330,3433,1142,4029,0.53,732
PHILIPPINES,23144,7697,11356,1929,2162,0,0.25,1020
PLURINATIONAL STATE OF BOLIVIA,4146,0,2178,1595,328,45,0.42,38
POLAND,86246,58230,17902,7998,2111,5,2.24,612
PORTUGAL,13127,1719,7981,2803,624,0,1.24,1138
QATAR,19773,0,4149,14573,514,537,11.2,942
REPUBLIC OF CAMEROON,1849,0,1551,162,136,0,0.09,92
REPUBLIC OF KOREA,154545,76263,47701,24131,6449,0,3.15,10794
REPUBLIC OF MOLDOVA,1345,89,593,541,122,0,0.33,11
REUNION,1137,503,593,0,41,0,1.37,56
ROMANIA,21656,7489,6489,6738,940,0,1.07,134
RUSSIAN FEDERATION,455558,107603,93687,239553,6854,7861,3.18,6514
RWANDA,161,0,147,0,13,0,0.02,13
SAINT HELENA,3,0,3,0,0,0,0.8,0
SAINT LUCIA,110,0,110,0,0,0,0.62,5
SAMOA,51,0,51,0,0,0,0.27,9
SAO TOME & PRINCIPE,27,0,27,0,0,0,0.16,9
SAUDI ARABIA,141394,0,98157,37412,5825,0,5.03,3920
SENEGAL,2112,184,1362,13,553,0,0.16,244
SERBIA,12532,8412,2616,1158,347,0,1.38,35
SEYCHELLES,121,0,121,0,0,0,1.3,158
SIERRA LEONE,198,0,157,0,41,0,0.03,7
SINGAPORE,15174,7,10661,4506,0,0,2.99,39109
SLOVAKIA,9883,4144,2214,3127,393,5,1.83,34
SLOVENIA,4182,1529,2005,539,109,0,2.04,39
SOLOMON ISLANDS,54,0,54,0,0,0,0.1,4
SOMALIA,167,0,167,0,0,0,0.02,56
SOUTH AFRICA,129288,111034,14356,2420,1478,0,2.5,3323
SPAIN,73878,8463,42407,19443,3566,0,1.59,9913
SRI LANKA,3617,62,3319,0,236,0,0.18,337
ST. KITTS-NEVIS,60,0,60,0,0,0,1.15,4
ST. PIERRE & MIQUELON,19,0,19,0,0,0,3.07,5
ST. VINCENT & THE GRENADINES,60,0,60,0,0,0,0.55,0
SUDAN,4347,0,4085,0,262,0,0.1,244
SURINAME,655,0,646,2,6,1,1.26,62
SWAZILAND,283,101,183,0,0,0,0.24,1
SWEDEN,14187,2596,10431,916,244,0,1.51,2298
SWITZERLAND,10634,149,7989,1880,616,0,1.35,1177
SYRIAN ARAB REPUBLIC,16800,3,10874,4874,816,233,0.81,952
TAIWAN,73629,42913,20199,8299,2217,0,3.17,3198
TAJIKISTAN,694,92,462,100,39,0,0.09,25
THAILAND,76882,15323,35535,22102,3922,0,1.15,2660
TIMOR-LESTE (FORMERLY EAST TIMOR),64,0,64,0,0,0,0.06,3
TOGO,720,0,559,0,161,0,0.11,72
TONGA,32,0,32,0,0,0,0.31,3
TRINIDAD AND TOBAGO,13072,0,1500,11465,108,0,9.84,519
TUNISIA,7543,15,3138,3176,1098,116,0.71,219
TURKEY,81266,33918,19206,19609,8532,1,1.12,1330
TURKMENISTAN,15623,0,4636,10831,156,0,3.1,453
TURKS AND CAICOS ISLANDS,52,0,52,0,0,0,1.67,0
TUVALU,2,0,2,0,0,0,0,0
UGANDA,1069,0,886,0,183,0,0.03,74
UKRAINE,83077,36870,10413,34508,1286,0,1.82,228
UNITED ARAB EMIRATES,43854,703,8297,31896,2448,510,5.26,18488
UNITED KINGDOM,134499,31709,47810,53120,1072,787,2.14,11334
UNITED REPUBLIC OF TANZANIA,1938,0,1222,402,314,1,0.04,131
UNITED STATES OF AMERICA,1471375,521330,590751,347716,9139,2439,4.69,40388
URUGUAY,1742,1,1587,41,113,0,0.52,451
UZBEKISTAN,28407,1406,2813,23253,935,0,1.02,0
VANUATU,33,0,33,0,0,0,0.14,9
VENEZUELA,51560,206,30725,16153,968,3507,1.78,1200
VIET NAM,38925,12954,13456,4926,7589,0,0.44,835
WALLIS AND FUTUNA ISLANDS,8,0,8,0,0,0,0.56,1
YEMEN,6390,123,5482,531,254,0,0.27,190
ZAMBIA,734,104,477,0,153,0,0.05,25
ZIMBABWE,2121,1531,481,0,109,0,0.15,7
