Country,Total,Solid Fuel,Liquid Fuel,Gas Fuel,Cement,Gas Flaring,Per Capita,Bunker fuels (Not in Total)
EL SALVADOR,1253,0,1137,0,116,0,0.22,38
EQUATORIAL GUINEA,9,0,9,0,0,0,0.02,2
ERITREA,236,0,230,0,6,0,0.07,185
ESTONIA,5193,3843,976,319,55,0,3.54,122
ETHIOPIA,611,0,548,0,63,0,0.01,42
FAEROE ISLANDS,157,0,157,0,0,0,3.56,11
FALKLAND ISLANDS (MALVINAS),11,4,8,0,0,0,4.8,0
FEDERATED STATES OF MICRONESIA,28,0,28,0,0,0,0.26,1
FIJI,204,14,177,0,13,0,0.27,98
FINLAND,15605,7100,6672,1715,118,0,3.07,587
FRANCE (INCLUDING MONACO),92206,15056,56900,17354,2896,0,1.6,4870
FRENCH GUIANA,168,0,163,0,5,0,1.25,17
FRENCH POLYNESIA,120,0,120,0,0,0,0.57,40
GABON,1197,0,193,53,17,934,1.13,187
GAMBIA,51,0,51,0,0,0,0.05,6
GEORGIA,1659,92,305,1248,14,0,0.32,2
GERMANY,236040,101106,91417,38217,4914,387,2.9,6212
GHANA,1351,2,1165,0,183,0,0.08,56
GIBRALTAR,77,0,77,0,0,0,2.83,1600
GREECE,21246,9093,10405,30,1718,1,2.01,3658
GREENLAND,137,0,137,0,0,0,2.47,0
GRENADA,39,0,39,0,0,0,0.39,5
GUADELOUPE,387,0,356,0,31,0,0.96,78
GUATEMALA,1865,0,1696,5,163,0,0.19,0
GUINEA,341,0,307,0,34,0,0.05,15
GUINEA BISSAU,50,0,50,0,0,0,0.05,7
GUYANA,378,0,378,0,0,0,0.52,11
HAITI,82,0,82,0,0,0,0.01,14
HONDURAS,910,0,826,0,84,0,0.17,0
HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA,8531,4677,3592,0,262,0,1.41,3534
HUNGARY,16058,5106,5295,5274,383,0,1.55,157
ICELAND,548,70,467,0,11,0,2.07,82
INDIA,208544,137471,54300,7915,7752,1107,0.22,547
INDONESIA,60380,7273,30969,16460,2979,2699,0.31,507
IRAQ,19453,0,17494,1661,272,26,0.99,351
IRELAND,8910,3121,4198,1370,221,0,2.48,350
ISLAMIC REPUBLIC OF IRAN,72329,1139,42922,20002,2176,6090,1.23,1150
ISRAEL,13199,4371,8162,12,653,0,2.56,698
ITALY (INCLUDING SAN MARINO),111093,11811,69515,25318,4449,0,1.95,3600
JAMAICA,2235,38,2136,0,61,0,0.92,147
JAPAN,319966,85412,189585,32508,12461,0,2.58,9818
JORDAN,3718,0,3043,131,544,0,0.88,176
KAZAKHSTAN,54536,36480,12709,5074,272,0,3.38,413
KENYA,1788,80,1511,0,197,0,0.07,117
KIRIBATI,8,0,8,0,0,0,0.1,1
KUWAIT,10610,0,6232,3980,136,262,6.29,746
KYRGYZSTAN,1698,934,241,468,54,0,0.37,10
LAO PEOPLE S DEMOCRATIC REPUBLIC,75,1,73,0,1,0,0.02,7
LATVIA,2976,386,2040,517,33,0,1.18,81
LEBANON,3464,81,2914,0,469,0,1.03,127
LESOTHO,457,362,95,0,0,0,0.26,0
LIBERIA,85,0,85,0,0,0,0.04,14
LIBYAN ARAB JAMAHIRIYAH,12035,4,8080,2505,517,929,2.57,312
LITHUANIA,4734,369,3184,1081,100,0,1.3,32
LUXEMBOURG,2779,936,1441,305,97,0,6.92,139
MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA,347,0,347,0,0,0,0.89,0
MACEDONIA,2855,2157,632,0,66,0,1.46,0
MADAGASCAR,346,9,332,0,5,0,0.03,12
MALAWI,250,49,183,0,17,0,0.03,5
MALAYSIA,25637,1701,15053,6111,1350,1423,1.27,211
MALDIVES,54,0,54,0,0,0,0.22,41
MALI,126,0,124,0,2,0,0.01,13
MALTA,660,125,535,0,0,0,1.72,68
MARSHALL ISLANDS,18,0,18,0,0,0,0.35,0
MARTINIQUE,446,0,416,0,30,0,1.21,133
MAURITANIA,312,4,257,0,51,0,0.14,19
MAURITIUS,443,25,418,0,0,0,0.39,154
MEXICO,96204,5526,70429,15530,4039,680,1.06,2574
MONGOLIA,2167,1856,299,0,12,0,0.95,0
MONTSERRAT,9,0,9,0,0,0,0.86,1
MOROCCO,8083,1613,5595,12,864,0,0.3,68
MOZAMBIQUE,290,43,239,0,8,0,0.02,21
MYANMAR (FORMERLY BURMA),1703,11,942,680,64,6,0.04,6
NAMIBIA,432,72,357,0,3,0,0.27,25
NAURU,30,0,30,0,0,0,3.06,9
NEPAL,463,85,336,0,43,0,0.02,0
NETHERLAND ANTILLES,1440,0,1440,0,0,0,7.53,1515
NETHERLANDS,45084,8956,14773,20838,432,84,2.94,11628
NEW CALEDONIA,540,146,383,0,12,0,2.9,25
NEW ZEALAND,7276,1255,3344,2531,122,25,2.01,710
NICARAGUA,693,0,651,0,42,0,0.15,0
NIGER,211,62,145,0,4,0,0.02,8
NIGERIA,9599,18,6422,2803,357,0,0.09,613
NIUE,2,0,2,0,0,0,0.76,0
NORWAY,9246,1021,5364,2453,196,212,2.13,889
OCCUPIED PALESTINIAN TERRITORY,264,0,264,0,0,0,0.11,0
OMAN,4174,0,1474,2297,163,239,1.91,404
PAKISTAN,23136,2513,11732,7789,1102,0,0.19,125
PALAU,64,0,64,0,0,0,3.84,14
PANAMA,1183,39,1029,31,84,0,0.45,1767
PAPUA NEW GUINEA,595,1,549,45,0,0,0.13,45
PARAGUAY,936,0,846,0,90,0,0.2,21
PERU,6351,340,5199,380,432,0,0.27,240
PHILIPPINES,14944,1141,12498,3,1302,0,0.22,468
PLURINATIONAL STATE OF BOLIVIA,2355,0,1139,602,104,509,0.32,0
POLAND,91075,73225,10837,5133,1881,0,2.37,324
PORTUGAL,12997,3455,8458,0,1085,0,1.29,841
QATAR,8242,0,1105,7072,64,0,16.65,0
REPUBLIC OF CAMEROON,1041,1,975,0,65,0,0.08,39
REPUBLIC OF KOREA,93820,27405,55228,4288,6899,0,2.11,5370
REPUBLIC OF MOLDOVA,3297,1009,912,1371,5,0,0.76,21
REUNION,443,58,341,0,44,0,0.67,27
ROMANIA,32490,10384,9607,11592,908,0,1.42,137
RUSSIAN FEDERATION,463152,141011,109687,204659,5059,2736,3.11,4215
RWANDA,129,0,127,0,1,1,0.02,7
SAINT HELENA,3,0,3,0,0,0,0.47,0
SAINT LUCIA,71,0,71,0,0,0,0.49,0
SAMOA,31,0,31,0,0,0,0.19,6
SAO TOME & PRINCIPE,13,0,13,0,0,0,0.1,1
SAUDI ARABIA,83982,0,47626,33985,2040,331,4.64,3329
SENEGAL,1064,0,960,10,93,0,0.13,150
SEYCHELLES,55,0,55,0,0,0,0.75,93
SIERRA LEONE,140,0,126,0,14,0,0.04,15
SINGAPORE,16821,24,15488,887,422,0,4.97,11978
SLOVAKIA,11023,5718,1999,2939,367,0,2.06,27
SLOVENIA,3638,1432,1691,393,122,0,1.86,15
SOLOMON ISLANDS,38,0,38,0,0,0,0.11,6
SOMALIA,172,0,169,0,3,0,0.03,56
SOUTH AFRICA,92492,81659,8686,1071,1075,0,2.28,2110
SPAIN,63650,19642,36654,3933,3420,1,1.62,4300
SRI LANKA,1507,2,1379,0,126,0,0.08,351
ST. KITTS-NEVIS,33,0,33,0,0,0,0.77,3
ST. PIERRE & MIQUELON,19,0,19,0,0,0,3.06,15
ST. VINCENT & THE GRENADINES,33,0,33,0,0,0,0.3,0
SUDAN,1131,0,1109,0,22,0,0.04,42
SURINAME,558,0,550,0,8,0,1.3,26
SWAZILAND,132,132,0,0,0,0,0.14,0
SWEDEN,14970,3080,11126,471,293,0,1.7,1414
SWITZERLAND,11269,186,9245,1244,594,0,1.6,988
SYRIAN ARAB REPUBLIC,12721,1,8964,1108,612,2037,0.92,203
TAIWAN,44740,17194,22292,2164,3090,0,2.11,2726
TAJIKISTAN,643,31,179,406,27,0,0.11,4
THAILAND,37949,5603,23158,5122,4066,0,0.64,1757
TOGO,227,0,188,0,39,0,0.06,8
TONGA,25,0,25,0,0,0,0.26,1
TRINIDAD AND TOBAGO,4756,0,893,3193,79,592,3.8,86
TUNISIA,4347,72,2641,935,626,72,0.49,89
TURKEY,42773,17013,18893,2824,4011,33,0.74,309
TURKMENISTAN,9145,0,2405,6644,95,0,2.23,186
TURKS AND CAICOS ISLANDS,12,0,12,0,0,0,0.8,0
TUVALU,2,0,2,0,0,0,0,0
UGANDA,193,0,188,0,5,0,0.01,15
UKRAINE,120471,57922,16328,44671,1550,0,2.34,892
UNITED ARAB EMIRATES,19943,0,7796,11263,680,205,8.93,274
UNITED KINGDOM,149097,50668,57442,37611,1674,1703,2.57,7829
UNITED REPUBLIC OF TANZANIA,656,41,573,0,43,0,0.02,42
UNITED STATES OF AMERICA,1389243,502433,566208,306454,10792,3356,5.19,35397
URUGUAY,1109,0,1013,0,96,0,0.35,219
UZBEKISTAN,29633,2041,5609,21330,653,0,1.32,0
VANUATU,17,0,17,0,0,0,0.1,2
VENEZUELA,35442,208,17315,13657,942,3319,1.64,652
VIET NAM,7153,2978,3536,0,639,0,0.1,43
YEMEN,2472,0,2363,0,109,0,0.17,161
YUGOSLAVIA (MONTENEGRO & SERBIA),10476,8846,994,417,219,0,0.97,32
ZAMBIA,660,229,393,0,38,0,0.08,29
ZIMBABWE,4853,3699,1008,0,146,0,0.42,0
