Country,Total,Solid Fuel,Liquid Fuel,Gas Fuel,Cement,Gas Flaring,Per Capita,Bunker fuels (Not in Total)
GREENLAND,151,0,151,0,0,0,2.71,0
GRENADA,29,0,29,0,0,0,0.3,4
GUADELOUPE,350,0,319,0,31,0,0.91,71
GUATEMALA,1387,0,1155,5,228,0,0.16,0
GUINEA,274,0,274,0,0,0,0.05,13
GUINEA BISSAU,47,0,47,0,0,0,0.05,7
GUYANA,309,0,309,0,0,0,0.43,12
HAITI,271,9,235,0,27,0,0.04,31
HONDURAS,707,0,618,0,89,0,0.14,0
HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA,7454,4943,2266,0,246,0,1.29,2574
HUNGARY,18993,6571,6321,5567,534,0,1.83,137
ICELAND,545,66,462,0,16,0,2.14,87
INDIA,168845,110562,43168,5758,6664,2694,0.19,737
INDONESIA,40787,1896,22509,12026,1877,2478,0.22,369
IRAQ,13006,1,9064,403,1360,2178,0.75,392
IRELAND,8513,3594,3527,1170,222,0,2.41,305
ISLAMIC REPUBLIC OF IRAN,57394,735,38015,10921,1768,5955,1.05,840
ISRAEL,9898,2716,6775,18,390,0,2.2,534
ITALY (INCLUDING SAN MARINO),113867,15149,68919,24359,5440,0,2,3608
JAMAICA,2054,38,1957,0,60,0,0.87,141
JAPAN,298931,79599,180264,27590,11478,0,2.45,8272
JORDAN,2837,0,2589,0,248,0,0.83,195
KENYA,1588,110,1273,0,205,0,0.07,192
KIRIBATI,6,0,6,0,0,0,0.08,1
KUWAIT,13908,0,9606,3813,122,367,6.66,172
LAO PEOPLE S DEMOCRATIC REPUBLIC,58,1,58,0,0,0,0.01,4
LEBANON,2240,0,2118,0,122,0,0.76,51
LESOTHO,402,311,90,0,0,0,0.25,0
LIBERIA,129,0,122,0,7,0,0.06,23
LIBYAN ARAB JAMAHIRIYAH,10030,4,5160,2531,367,1969,2.31,239
LUXEMBOURG,2728,1171,1202,268,86,0,7.16,109
MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA,282,0,282,0,0,0,0.78,0
MADAGASCAR,259,9,242,0,8,0,0.02,10
MALAWI,204,49,141,0,13,0,0.02,5
MALAYSIA,15433,1477,10455,1866,800,836,0.85,79
MALDIVES,47,0,47,0,0,0,0.21,29
MALI,115,0,112,0,3,0,0.01,12
MALTA,589,185,404,0,0,0,1.6,68
MARTINIQUE,439,0,405,0,34,0,1.22,123
MAURITANIA,247,4,229,0,14,0,0.12,15
MAURITIUS,399,54,345,0,0,0,0.38,102
MEXICO,86836,4338,64312,14444,3237,504,1.03,1418
MONGOLIA,2724,1994,670,0,60,0,1.24,0
MONTSERRAT,8,0,8,0,0,0,0.78,1
MOROCCO,6420,1278,4541,30,571,0,0.26,61
MOZAMBIQUE,279,42,226,0,11,0,0.02,54
MYANMAR (FORMERLY BURMA),1166,75,558,475,56,2,0.03,15
NAURU,34,0,34,0,0,0,3.75,12
NEPAL,173,9,148,0,15,0,0.01,0
NETHERLAND ANTILLES,1480,0,1480,0,0,0,7.77,1466
NETHERLANDS,43197,9018,14378,19243,507,50,2.9,10784
NEW CALEDONIA,432,119,304,0,9,0,2.54,26
NEW ZEALAND,6421,1246,2626,2419,102,30,1.89,637
NICARAGUA,695,0,532,0,163,0,0.17,0
NIGER,200,61,136,0,3,0,0.03,11
NIGERIA,10689,45,8127,2041,476,0,0.11,417
NIUE,2,0,2,0,0,0,0.72,1
NORWAY,8593,893,5980,1234,171,315,2.03,734
OCCUPIED PALESTINIAN TERRITORY,235,0,235,0,0,0,0,0
OMAN,3105,0,1448,1147,136,374,1.66,496
PACIFIC ISLANDS (PALAU),64,0,64,0,0,0,0.19,13
PAKISTAN,18698,2328,9041,6309,1019,0,0.17,114
PANAMA,755,25,658,30,41,0,0.31,1374
PAPUA NEW GUINEA,584,1,543,41,0,0,0.14,26
PARAGUAY,590,0,546,0,44,0,0.14,29
PERU,5746,148,4839,357,298,104,0.26,174
PHILIPPINES,11389,984,9540,0,865,0,0.18,373
PLURINATIONAL STATE OF BOLIVIA,1570,0,891,392,76,211,0.24,0
POLAND,100470,83871,9314,5585,1700,0,2.64,528
PORTUGAL,11541,2824,7727,0,990,0,1.16,912
QATAR,3211,0,746,2429,36,0,6.78,0
REPUBLIC OF CAMEROON,473,1,388,0,85,0,0.04,32
REPUBLIC OF KOREA,67342,25866,35204,1702,4570,0,1.57,1619
REUNION,301,0,301,0,0,0,0.49,12
ROMANIA,47474,13056,15118,18012,1288,0,2.05,194
RWANDA,148,0,139,0,8,0,0.02,8
SAINT HELENA,2,0,2,0,0,0,0.3,0
SAINT LUCIA,44,0,44,0,0,0,0.32,0
SAMOA,28,0,28,0,0,0,0.18,6
SAO TOME & PRINCIPE,13,0,13,0,0,0,0.11,1
SAUDI ARABIA,50669,0,24125,24786,1632,126,3.14,10907
SENEGAL,868,0,801,3,64,0,0.12,139
SEYCHELLES,41,0,41,0,0,0,0.58,93
SIERRA LEONE,133,0,133,0,0,0,0.03,55
SINGAPORE,12134,21,11860,0,252,0,4.02,10914
SOLOMON ISLANDS,40,0,40,0,0,0,0.13,6
SOMALIA,200,0,195,0,5,0,0.03,60
SOUTH AFRICA,85439,72352,11085,940,1062,0,2.32,263
SPAIN,59612,20059,32592,3104,3822,34,1.53,4110
SRI LANKA,1055,1,1001,0,54,0,0.06,381
ST. KITTS-NEVIS,29,0,29,0,0,0,0.72,3
ST. PIERRE & MIQUELON,25,0,25,0,0,0,4,45
ST. VINCENT & THE GRENADINES,22,0,22,0,0,0,0.2,0
SUDAN,1424,0,1401,0,23,0,0.05,41
SURINAME,483,0,476,0,7,0,1.19,12
SWAZILAND,116,116,0,0,0,0,0.13,0
SWEDEN,14166,3004,10465,360,337,0,1.66,883
SWITZERLAND,11620,370,9522,1019,709,0,1.73,858
SYRIAN ARAB REPUBLIC,10188,0,7746,855,476,1111,0.83,408
TAIWAN,33730,11557,18588,1069,2516,0,1.65,1779
THAILAND,24763,3709,15556,3035,2462,0,0.43,1400
TOGO,211,0,157,0,54,0,0.06,3
TONGA,21,0,21,0,0,0,0.22,4
TRINIDAD AND TOBAGO,4643,0,970,2934,60,679,3.82,83
TUNISIA,3618,72,2414,682,449,1,0.44,116
TURKEY,39776,17927,16726,1783,3332,8,0.73,252
TURKS AND CAICOS ISLANDS,8,0,8,0,0,0,0.65,0
TUVALU,2,0,2,0,0,0,0,0
UGANDA,207,0,203,0,4,0,0.01,13
UNITED ARAB EMIRATES,14183,0,4810,8379,443,551,7.84,248
UNITED KINGDOM,151602,64392,55729,29482,1999,0,2.64,7466
UNITED REPUBLIC OF TANZANIA,618,3,543,0,73,0,0.02,44
UNITED STATES OF AMERICA,1315354,485909,543736,273788,9710,2211,5.12,35600
URUGUAY,1089,1,1021,0,68,0,0.35,141
USSR,1035322,337029,354554,318337,18632,6770,3.58,0
VANUATU,18,0,18,0,0,0,0.12,1
VENEZUELA,33314,332,18655,11557,711,2059,1.69,646
VIET NAM,5838,3008,2488,2,340,0,0.09,0
YUGOSLAVIA (FORMER SOCIALIST FEDERAL REPUBLIC),36348,19471,12593,3149,1081,55,1.53,0
ZAMBIA,667,227,381,0,59,0,0.08,30
ZIMBABWE,4266,3662,510,0,95,0,0.41,56
