Country,Total,Solid Fuel,Liquid Fuel,Gas Fuel,Cement,Gas Flaring,Per Capita,Bunker fuels (Not in Total)
LUXEMBOURG,3073,95,2122,747,108,0,6.81,354
MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA,468,0,468,0,0,0,1,0
MACEDONIA,3052,2205,709,37,102,0,1.5,5
MADAGASCAR,493,7,463,0,23,0,0.03,50
MALAWI,254,44,194,0,16,0,0.02,7
MALAYSIA,44676,8657,16535,16162,2134,1188,1.75,1794
MALDIVES,182,0,182,0,0,0,0.62,31
MALI,239,0,239,0,0,0,0.02,16
MALTA,702,0,702,0,0,0,1.72,944
MARSHALL ISLANDS,24,0,24,0,0,0,0.47,0
MARTINIQUE,565,0,535,0,30,0,1.43,139
MAURITANIA,419,0,378,0,41,0,0.14,21
MAURITIUS,843,182,661,0,0,0,0.68,199
MEXICO,120346,10339,75529,28834,4759,886,1.14,2982
MONGOLIA,2332,1854,471,0,8,0,0.93,0
MONTSERRAT,10,0,10,0,0,0,1.89,1
MOROCCO,11811,3736,6552,27,1496,0,0.39,286
MOZAMBIQUE,524,0,447,2,75,0,0.03,70
MYANMAR (FORMERLY BURMA),3391,199,1711,1408,71,3,0.07,57
NAMIBIA,535,1,534,0,0,0,0.26,12
NAURU,18,0,18,0,0,0,1.74,5
NEPAL,728,160,530,0,39,0,0.03,44
NETHERLAND ANTILLES,1578,0,1578,0,0,0,8.6,1543
NETHERLANDS,50405,7883,19229,22950,324,19,3.11,15580
NEW CALEDONIA,690,196,477,0,16,0,3.03,22
NEW ZEALAND,9423,2246,4849,2165,151,12,2.31,798
NICARAGUA,1207,0,1136,0,71,0,0.23,16
NIGER,222,96,119,0,7,0,0.02,10
NIGERIA,28444,6,9866,5597,313,12662,0.21,526
NIUE,1,0,1,0,0,0,0.48,0
NORWAY,11630,959,7663,2525,193,290,2.54,673
OCCUPIED PALESTINIAN TERRITORY,599,0,599,0,0,0,0.17,0
OMAN,7632,0,2048,4195,356,1033,3.21,351
PAKISTAN,35888,4614,12646,16588,2040,0,0.23,193
PALAU,69,0,69,0,0,0,3.51,13
PANAMA,1583,1,1439,0,142,0,0.5,2452
PAPUA NEW GUINEA,1224,0,1155,69,0,0,0.21,58
PARAGUAY,1115,0,1051,0,64,0,0.19,15
PERU,8698,887,5649,541,626,995,0.32,415
PHILIPPINES,20198,4394,12691,1299,1815,0,0.24,632
PLURINATIONAL STATE OF BOLIVIA,3031,0,1662,1088,174,107,0.34,35
POLAND,83015,58405,15472,7420,1709,9,2.17,456
PORTUGAL,17220,3514,10440,2063,1203,0,1.64,1159
QATAR,11711,0,2402,8962,190,157,16.38,289
REPUBLIC OF CAMEROON,1079,0,939,0,140,0,0.06,68
REPUBLIC OF KOREA,131518,52469,55509,15794,7746,0,2.81,9520
REPUBLIC OF MOLDOVA,1242,87,521,574,60,0,0.32,9
REUNION,820,221,548,0,52,0,1.05,51
ROMANIA,26426,9461,7411,8705,849,0,1.21,114
RUSSIAN FEDERATION,436901,119469,89150,216517,6215,5551,3.03,3969
RWANDA,144,0,130,0,14,0,0.02,10
SAINT HELENA,3,0,3,0,0,0,0.53,0
SAINT LUCIA,97,0,97,0,0,0,0.59,4
SAMOA,41,0,41,0,0,0,0.23,8
SAO TOME & PRINCIPE,20,0,20,0,0,0,0.13,4
SAUDI ARABIA,107945,0,71833,32545,3452,116,4.65,3499
SENEGAL,1427,101,994,7,325,0,0.13,193
SEYCHELLES,201,0,201,0,0,0,2.43,121
SIERRA LEONE,175,0,151,0,24,0,0.04,9
SINGAPORE,7765,11,4452,3302,0,0,1.87,23132
SLOVAKIA,10567,4720,1981,3434,429,3,1.95,22
SLOVENIA,4294,1664,1907,561,161,0,2.15,16
SOLOMON ISLANDS,44,0,44,0,0,0,0.1,7
SOMALIA,162,0,162,0,0,0,0.02,56
SOUTH AFRICA,122767,104827,14803,1737,1400,0,2.6,2668
SPAIN,92563,21744,48895,15722,6201,0,2.17,8914
SRI LANKA,3354,63,3101,0,190,0,0.17,211
ST. KITTS-NEVIS,58,0,58,0,0,0,1.19,3
ST. PIERRE & MIQUELON,17,0,17,0,0,0,2.72,5
ST. VINCENT & THE GRENADINES,60,0,60,0,0,0,0.56,0
SUDAN,3126,0,3084,0,42,0,0.08,327
SURINAME,426,0,414,2,9,0,0.86,48
SWAZILAND,281,107,174,0,0,0,0.26,1
SWEDEN,14868,3074,10890,552,352,0,1.66,2191
SWITZERLAND,11008,132,8659,1693,524,0,1.48,964
SYRIAN ARAB REPUBLIC,13936,3,9277,3594,647,416,0.77,99
TAIWAN,71071,37451,25119,5910,2591,0,3.13,3806
TAJIKISTAN,699,44,294,335,26,0,0.11,6
THAILAND,66318,11518,36301,13653,4845,0,1,2615
TIMOR-LESTE (FORMERLY EAST TIMOR),48,0,48,0,0,0,0.05,2
TOGO,381,0,272,0,109,0,0.07,38
TONGA,30,0,30,0,0,0,0.3,0
TRINIDAD AND TOBAGO,9117,0,909,8104,104,0,6.96,864
TUNISIA,6081,0,3319,1778,906,78,0.62,0
TURKEY,61473,23417,21094,11685,5276,1,0.91,1665
TURKMENISTAN,12692,0,4188,8429,75,0,2.7,359
TURKS AND CAICOS ISLANDS,28,0,28,0,0,0,1.01,0
TUVALU,3,0,3,0,0,0,0,0
UGANDA,474,0,398,0,76,0,0.02,32
UKRAINE,93645,38132,12732,41334,1446,0,1.98,313
UNITED ARAB EMIRATES,30881,148,7991,21036,1224,483,8.44,12287
UNITED KINGDOM,147052,38360,51185,54808,1551,1148,2.45,11107
UNITED REPUBLIC OF TANZANIA,1190,47,899,67,174,3,0.03,86
UNITED STATES OF AMERICA,1569696,573935,662168,318710,13466,1417,5.26,38293
URUGUAY,1530,1,1392,53,84,0,0.46,328
UZBEKISTAN,34419,1251,5243,27237,689,0,1.34,0
VANUATU,16,0,16,0,0,0,0.08,9
VENEZUELA,41378,0,23897,13947,680,2854,1.58,1047
VIET NAM,24693,9496,9250,2391,3557,0,0.3,469
WALLIS AND FUTUNA ISLANDS,7,0,7,0,0,0,0.47,1
YEMEN,5149,0,4939,0,210,0,0.26,196
YUGOSLAVIA (MONTENEGRO & SERBIA),15068,10046,3212,1444,366,0,1.43,39
ZAMBIA,585,65,466,0,53,0,0.05,42
ZIMBABWE,2587,2025,495,0,68,0,0.21,7
