Country,Total,Solid Fuel,Liquid Fuel,Gas Fuel,Cement,Gas Flaring,Per Capita,Bunker fuels (Not in Total)
ERITREA,113,0,107,0,6,0,0.02,3
ESTONIA,4770,3699,481,481,110,0,3.65,244
ETHIOPIA,1794,11,1534,0,249,0,0.02,156
FAEROE ISLANDS,172,0,172,0,0,0,3.48,27
FALKLAND ISLANDS (MALVINAS),16,3,13,0,0,0,5.26,0
FEDERATED STATES OF MICRONESIA,32,0,32,0,0,0,0.3,1
FIJI,244,0,225,0,19,0,0.29,118
FINLAND,15413,5612,7173,2406,222,0,2.9,833
FRANCE (INCLUDING MONACO),99898,13205,58939,24911,2842,0,1.6,7057
FRENCH GUIANA,152,0,144,0,8,0,0.69,33
FRENCH POLYNESIA,230,0,230,0,0,0,0.88,50
GABON,1138,0,435,95,31,577,0.77,209
GAMBIA,100,0,99,1,0,0,0.06,12
GEORGIA,1409,70,602,676,61,0,0.32,34
GERMANY,212862,84989,75258,48194,4415,7,2.55,9606
GHANA,2492,0,2247,0,245,0,0.11,144
GIBRALTAR,116,0,116,0,0,0,3.94,3589
GREECE,26170,8944,13296,2190,1741,0,2.36,3542
GREENLAND,180,0,180,0,0,0,3.18,46
GRENADA,69,0,69,0,0,0,0.66,7
GUADELOUPE,624,119,464,0,41,0,1.38,91
GUATEMALA,3117,327,2450,0,340,0,0.23,253
GUINEA,597,0,545,0,52,0,0.06,21
GUINEA BISSAU,62,0,62,0,0,0,0.04,9
GUYANA,425,0,425,0,0,0,0.55,8
HAITI,654,0,613,0,41,0,0.07,17
HONDURAS,2365,122,2000,0,243,0,0.32,38
HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA,11993,7086,3465,1248,194,0,1.72,9880
HUNGARY,14956,3326,4548,6596,482,4,1.49,230
ICELAND,578,97,462,0,19,0,1.87,179
INDIA,427701,274747,110009,17207,25160,577,0.36,3740
INDONESIA,113597,47247,43205,16461,5240,1444,0.48,1365
IRAQ,25402,0,17235,4162,878,3127,0.86,0
IRELAND,11726,2494,5825,2796,611,0,2.69,830
ISLAMIC REPUBLIC OF IRAN,147691,1599,63850,67379,6038,8826,2.03,2240
ISRAEL,18616,8074,7971,1915,655,0,2.62,999
ITALY (INCLUDING SAN MARINO),121949,16855,55822,43420,5852,0,2.04,4988
JAMAICA,2784,35,2650,0,99,0,1.02,355
JAPAN,330007,118203,150961,52301,8542,0,2.59,9220
JORDAN,5822,0,3525,1702,595,0,0.98,101
KAZAKHSTAN,63487,36017,9538,17138,794,0,4.08,185
KENYA,2793,112,2296,0,385,0,0.07,479
KIRIBATI,15,0,15,0,0,0,0.16,3
KUWAIT,22561,0,14837,7265,354,105,8.35,1450
KYRGYZSTAN,2089,871,661,390,166,0,0.4,247
LAO PEOPLE S DEMOCRATIC REPUBLIC,258,98,106,0,54,0,0.04,9
LATVIA,2155,110,1170,833,42,0,1.01,260
LEBANON,4698,137,3983,0,578,0,1.12,163
LESOTHO,580,459,121,0,0,0,0.29,0
LIBERIA,154,0,141,0,13,0,0.04,13
LIBYAN ARAB JAMAHIRIYAH,15275,0,9025,3432,749,2068,2.6,576
LIECHTENSTEIN,17,0,0,17,0,0,0.49,0
LITHUANIA,4093,227,2099,1621,146,0,1.3,142
LUXEMBOURG,2983,86,2066,683,148,0,6.12,364
MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA,365,0,322,43,0,0,0.72,0
MACEDONIA,2564,1620,758,61,125,0,1.22,5
MADAGASCAR,515,9,484,0,22,0,0.03,54
MALAWI,288,41,215,0,32,0,0.02,9
MALAYSIA,55640,10381,19424,19823,2670,3341,2.04,1281
MALDIVES,230,0,230,0,0,0,0.73,46
MALI,292,0,292,0,0,0,0.02,16
MALTA,698,0,698,0,0,0,1.66,909
MARSHALL ISLANDS,27,0,27,0,0,0,0.51,0
MARTINIQUE,511,0,491,0,20,0,1.28,120
MAURITANIA,528,0,484,0,44,0,0.15,13
MAURITIUS,1028,421,607,0,0,0,0.84,289
MEXICO,134511,11131,78711,32360,5051,7258,1.17,3423
MONGOLIA,3283,2549,697,0,37,0,1.25,0
MONTENEGRO,750,412,337,0,0,0,1.21,12
MONTSERRAT,13,0,13,0,0,0,2.56,1
MOROCCO,14426,3854,8357,304,1910,0,0.47,425
MOZAMBIQUE,618,7,477,32,101,0,0.03,50
MYANMAR (FORMERLY BURMA),2673,177,1405,996,92,3,0.05,14
NAMIBIA,907,232,676,0,0,0,0.43,31
NAURU,12,0,12,0,0,0,1.17,4
NEPAL,933,204,690,0,40,0,0.04,46
NETHERLAND ANTILLES,1765,0,1765,0,0,0,9.01,2107
NETHERLANDS,48274,7274,18885,21645,421,49,2.92,17351
NEW CALEDONIA,782,175,589,0,19,0,3.27,25
NEW ZEALAND,9327,2062,4882,2127,163,93,2.18,916
NICARAGUA,1206,0,1134,0,72,0,0.21,21
NIGER,221,74,139,0,8,0,0.01,9
NIGERIA,26220,23,9186,5637,1360,10013,0.17,1013
NIUE,2,0,2,0,0,0,1.08,1
NORWAY,15187,889,9059,4490,238,510,3.18,729
OCCUPIED PALESTINIAN TERRITORY,560,0,560,0,0,0,0.15,0
OMAN,11646,0,2535,7830,543,737,4.49,1365
PAKISTAN,43379,5161,16083,17946,4189,0,0.26,277
PALAU,69,0,69,0,0,0,3.44,14
PANAMA,2011,20,1740,0,251,0,0.57,3040
PAPUA NEW GUINEA,1308,0,1228,79,0,0,0.2,63
PARAGUAY,1214,0,1105,0,109,0,0.19,21
PERU,11185,834,5847,2028,941,1536,0.39,701
PHILIPPINES,21505,6947,10706,2033,1818,0,0.24,1028
PLURINATIONAL STATE OF BOLIVIA,3610,0,1993,1301,270,47,0.37,35
POLAND,85860,58203,17462,7848,2340,7,2.25,685
PORTUGAL,15169,2648,9034,2585,902,0,1.44,1195
QATAR,17683,0,3934,11344,517,1888,13.01,733
REPUBLIC OF CAMEROON,1512,0,1181,194,136,0,0.08,97
REPUBLIC OF KOREA,138421,65186,46338,19872,7025,0,2.89,10735
REPUBLIC OF MOLDOVA,1303,89,555,557,102,0,0.36,10
REUNION,1076,491,531,0,54,0,1.31,47
ROMANIA,26279,10000,7235,7595,1450,0,1.2,162
RUSSIAN FEDERATION,467679,123783,100925,228768,7283,6920,3.26,4871
RWANDA,148,0,134,0,14,0,0.01,10
SAINT HELENA,3,0,3,0,0,0,0.76,0
SAINT LUCIA,108,0,108,0,0,0,0.63,5
SAMOA,49,0,49,0,0,0,0.27,9
SAO TOME & PRINCIPE,23,0,23,0,0,0,0.14,7
SAUDI ARABIA,117310,0,78825,34157,4328,0,4.45,4130
SENEGAL,1389,163,801,6,419,0,0.11,273
SERBIA,14207,9686,2804,1250,467,0,1.46,41
SEYCHELLES,189,0,189,0,0,0,2.1,91
SIERRA LEONE,181,0,146,0,35,0,0.03,2
SINGAPORE,9854,5,5736,4113,0,0,2.03,32949
SLOVAKIA,10284,4247,2239,3227,565,6,1.9,52
SLOVENIA,4733,1684,2293,549,207,0,2.33,86
SOLOMON ISLANDS,51,0,51,0,0,0,0.1,5
SOMALIA,164,0,164,0,0,0,0.02,54
SOUTH AFRICA,135471,114164,17258,2216,1832,0,2.69,2926
SPAIN,89797,14669,47601,21804,5724,0,1.98,10544
SRI LANKA,3329,60,3024,0,245,0,0.16,103
ST. KITTS-NEVIS,59,0,59,0,0,0,1.16,3
ST. PIERRE & MIQUELON,18,0,18,0,0,0,3.03,5
ST. VINCENT & THE GRENADINES,62,0,62,0,0,0,0.57,1
SUDAN,4067,0,4033,0,34,0,0.09,226
SURINAME,530,0,518,2,9,1,1.03,58
SWAZILAND,299,113,186,0,0,0,0.26,1
SWEDEN,13396,2530,9951,516,399,0,1.45,2445
SWITZERLAND,11018,160,8547,1753,558,0,1.43,1172
SYRIAN ARAB REPUBLIC,18457,3,14443,3057,726,228,0.91,898
TAIWAN,71337,41572,20674,6734,2357,0,3.1,3164
TAJIKISTAN,792,93,404,270,26,0,0.11,22
THAILAND,68842,15366,32716,16455,4305,0,1.04,2616
TIMOR-LESTE (FORMERLY EAST TIMOR),55,0,55,0,0,0,0.05,3
TOGO,459,0,287,0,172,0,0.08,54
TONGA,33,0,33,0,0,0,0.33,1
TRINIDAD AND TOBAGO,12104,0,1412,10562,130,0,9.19,709
TUNISIA,6770,0,3267,2392,1028,82,0.65,205
TURKEY,77442,31261,20327,18858,6995,2,1.1,1656
TURKMENISTAN,15498,0,4422,10937,139,0,3.15,393
TURKS AND CAICOS ISLANDS,49,0,49,0,0,0,1.65,0
TUVALU,3,0,3,0,0,0,0,0
UGANDA,870,0,708,0,162,0,0.03,68
UKRAINE,84817,38999,10799,32990,2029,0,1.83,218
UNITED ARAB EMIRATES,42911,426,9571,29422,2976,514,6.31,16047
UNITED KINGDOM,141993,37061,49926,52763,1370,873,2.31,12787
UNITED REPUBLIC OF TANZANIA,1675,11,1137,287,239,1,0.04,122
UNITED STATES OF AMERICA,1530982,566810,611445,338359,11915,2453,4.93,41815
URUGUAY,2254,1,2122,47,84,0,0.67,436
UZBEKISTAN,33788,1344,3552,27994,898,0,1.25,0
VANUATU,26,0,26,0,0,0,0.12,9
VENEZUELA,48845,140,27542,15254,1094,4816,1.74,870
VIET NAM,32177,11911,11032,3794,5441,0,0.37,604
WALLIS AND FUTUNA ISLANDS,6,0,6,0,0,0,0.42,1
YEMEN,6092,35,5770,0,287,0,0.28,190
ZAMBIA,592,86,430,0,76,0,0.05,34
ZIMBABWE,2119,1626,439,0,54,0,0.17,6
