Country,Total,Solid Fuel,Liquid Fuel,Gas Fuel,Cement,Gas Flaring,Per Capita,Bunker fuels (Not in Total)
NIUE,2,0,2,0,0,0,0.75,0
NORWAY,9585,880,6016,2308,183,197,2.22,789
OCCUPIED PALESTINIAN TERRITORY,255,0,255,0,0,0,0,0
OMAN,3670,0,1151,2071,136,312,1.74,266
PAKISTAN,21273,2310,10476,7355,1132,0,0.18,147
PALAU,64,0,64,0,0,0,3.94,14
PANAMA,1075,38,928,31,78,0,0.42,1717
PAPUA NEW GUINEA,544,1,502,42,0,0,0.12,24
PARAGUAY,782,0,715,0,67,0,0.17,25
PERU,6440,431,5306,364,340,0,0.28,202
PHILIPPINES,13494,1144,11267,0,1083,0,0.2,446
PLURINATIONAL STATE OF BOLIVIA,2135,0,1009,513,89,524,0.3,0
POLAND,96333,79348,10227,5095,1663,0,2.51,321
PORTUGAL,12797,3278,8484,0,1036,0,1.28,856
QATAR,8378,0,1232,7072,74,0,17.05,0
REPUBLIC OF CAMEROON,1063,1,978,0,84,0,0.08,39
REPUBLIC OF KOREA,87797,26502,51628,3232,6435,0,1.99,3771
REPUBLIC OF MOLDOVA,4262,1088,1736,1424,14,0,0.97,28
REUNION,393,58,335,0,0,0,0.6,19
ROMANIA,34169,10007,10586,12726,849,0,1.49,209
RUSSIAN FEDERATION,528619,150182,146017,222360,6786,3274,3.55,5062
RWANDA,135,0,126,0,8,1,0.02,7
SAINT HELENA,3,0,3,0,0,0,0.47,0
SAINT LUCIA,61,0,61,0,0,0,0.43,0
SAMOA,30,0,30,0,0,0,0.18,6
SAO TOME & PRINCIPE,13,0,13,0,0,0,0.1,1
SAUDI ARABIA,85579,0,50624,32675,2081,199,4.84,3715
SENEGAL,980,0,893,7,80,0,0.12,129
SEYCHELLES,50,0,50,0,0,0,0.69,93
SIERRA LEONE,122,0,122,0,0,0,0.03,16
SINGAPORE,13959,20,12790,744,405,0,4.25,11550
SLOVAKIA,11694,6465,1810,3079,340,0,2.19,0
SLOVENIA,3590,1537,1573,384,96,0,1.84,14
SOLOMON ISLANDS,39,0,39,0,0,0,0.11,6
SOMALIA,175,0,172,0,3,0,0.03,56
SOUTH AFRICA,87551,79073,6406,1071,1000,0,2.21,2074
SPAIN,59791,19155,33930,3587,3111,8,1.53,4381
SRI LANKA,1375,1,1282,0,92,0,0.08,349
ST. KITTS-NEVIS,31,0,31,0,0,0,0.74,3
ST. PIERRE & MIQUELON,20,0,20,0,0,0,3.19,14
ST. VINCENT & THE GRENADINES,28,0,28,0,0,0,0.26,0
SUDAN,824,0,790,0,34,0,0.03,44
SURINAME,557,0,550,0,7,0,1.31,24
SWAZILAND,36,36,0,0,0,0,0.04,0
SWEDEN,14114,2837,10508,474,294,0,1.62,1259
SWITZERLAND,11113,183,9124,1262,544,0,1.6,929
SYRIAN ARAB REPUBLIC,12453,1,8938,1022,612,1879,0.93,162
TAIWAN,42862,16292,21696,1615,3260,0,2.04,2388
TAJIKISTAN,1412,142,491,739,41,0,0.25,15
THAILAND,34074,4945,20920,4555,3654,0,0.58,1611
TOGO,236,0,188,0,48,0,0.06,8
TONGA,23,0,23,0,0,0,0.25,1
TRINIDAD AND TOBAGO,4901,0,1124,3007,72,698,3.94,91
TUNISIA,4500,79,3092,679,581,69,0.52,68
TURKEY,43397,16968,19510,2648,4249,21,0.76,350
TURKMENISTAN,7722,98,2583,4892,150,0,1.93,0
TURKS AND CAICOS ISLANDS,11,0,11,0,0,0,0.79,0
TUVALU,2,0,2,0,0,0,0,0
UGANDA,213,0,206,0,7,0,0.01,15
UKRAINE,147078,73642,21159,50237,2040,0,2.85,1026
UNITED ARAB EMIRATES,17993,0,7503,9716,544,231,8.48,257
UNITED KINGDOM,148817,53802,56146,36087,1501,1281,2.57,7834
UNITED REPUBLIC OF TANZANIA,708,72,563,0,73,0,0.03,42
UNITED STATES OF AMERICA,1371332,499183,558273,300327,10216,3333,5.18,36039
URUGUAY,1218,0,1150,0,68,0,0.38,321
UZBEKISTAN,31697,2016,6704,22257,721,0,1.44,0
VANUATU,17,0,17,0,0,0,0.1,2
VENEZUELA,33922,274,18899,10872,931,2945,1.61,702
VIET NAM,6274,2428,3274,0,571,0,0.09,39
YEMEN,2374,0,2265,0,109,0,0.17,165
YUGOSLAVIA (MONTENEGRO & SERBIA),10769,8640,1051,930,148,0,1.01,34
ZAMBIA,682,241,393,0,48,0,0.08,29
ZIMBABWE,4462,3427,899,0,136,0,0.4,0
