Country,Total,Solid Fuel,Liquid Fuel,Gas Fuel,Cement,Gas Flaring,Per Capita,Bunker fuels (Not in Total)
DOMINICAN REPUBLIC,5397,67,4988,0,341,0,0.63,59
ECUADOR,5650,0,4729,129,381,412,0.46,394
EGYPT,38540,858,23286,11113,3283,0,0.57,2768
EL SALVADOR,1566,1,1421,0,145,0,0.26,59
EQUATORIAL GUINEA,124,0,99,0,0,25,0.24,9
ERITREA,166,0,160,0,6,0,0.05,8
ESTONIA,4052,3111,482,413,45,0,2.96,109
ETHIOPIA,968,0,848,0,120,0,0.01,56
FAEROE ISLANDS,188,0,188,0,0,0,4.1,9
FALKLAND ISLANDS (MALVINAS),10,3,8,0,0,0,3.64,0
FEDERATED STATES OF MICRONESIA,34,0,34,0,0,0,0.32,1
FIJI,230,12,204,0,13,0,0.28,180
FINLAND,14297,5420,6546,2137,193,0,2.76,870
FRANCE (INCLUDING MONACO),98780,15158,58544,22339,2739,0,1.67,6713
FRENCH GUIANA,127,0,115,0,12,0,0.77,30
FRENCH POLYNESIA,155,0,155,0,0,0,0.65,50
GABON,1280,0,284,64,29,903,1.04,230
GAMBIA,67,0,67,0,0,0,0.05,8
GEORGIA,1237,16,579,595,47,0,0.26,21
GERMANY,226337,89463,86414,44878,4816,766,2.75,7397
GHANA,1715,0,1450,0,265,0,0.09,87
GIBRALTAR,91,0,91,0,0,0,3.34,2321
GREECE,24984,9705,12111,1065,2103,0,2.27,3830
GREENLAND,145,0,145,0,0,0,2.58,7
GRENADA,52,0,52,0,0,0,0.51,6
GUADELOUPE,522,91,395,0,36,0,1.22,136
GUATEMALA,2704,156,2282,0,267,0,0.24,144
GUINEA,448,0,407,0,41,0,0.05,18
GUINEA BISSAU,40,0,40,0,0,0,0.03,9
GUYANA,439,0,439,0,0,0,0.6,11
HAITI,373,0,373,0,0,0,0.04,24
HONDURAS,1372,98,1099,0,175,0,0.22,30
HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA,11028,3947,5655,1251,175,0,1.63,5059
HUNGARY,15224,4130,4611,6031,452,0,1.49,195
ICELAND,590,101,469,0,20,0,2.1,168
INDIA,281389,172812,82834,11974,12920,849,0.27,1596
INDONESIA,71835,11458,42297,13262,3779,1038,0.34,408
IRAQ,19756,0,16834,1607,816,499,0.83,402
IRELAND,11243,2758,5983,2146,356,0,2.96,614
ISLAMIC REPUBLIC OF IRAN,101510,1454,57346,32873,3248,6588,1.55,1283
ISRAEL,16433,7697,7955,5,776,0,2.73,804
ITALY (INCLUDING SAN MARINO),122870,12986,68402,36188,5294,0,2.16,3816
JAMAICA,2811,52,2688,0,71,0,1.09,163
JAPAN,332841,100449,180347,41016,11029,0,2.65,9768
JORDAN,4229,0,3749,121,359,0,0.88,222
KAZAKHSTAN,32206,20424,6100,5522,160,0,2.15,0
KENYA,2841,48,2637,0,156,0,0.09,73
KIRIBATI,8,0,8,0,0,0,0.1,1
KUWAIT,14606,0,8537,5646,161,263,7.53,705
KYRGYZSTAN,1264,509,329,358,68,0,0.26,32
LAO PEOPLE S DEMOCRATIC REPUBLIC,256,152,91,0,13,0,0.05,9
LATVIA,1732,136,914,682,0,0,0.73,29
LEBANON,4158,137,3639,0,382,0,1.11,120
LESOTHO,505,401,104,0,0,0,0.26,0
LIBERIA,115,0,105,0,10,0,0.04,14
LIBYAN ARAB JAMAHIRIYAH,12848,0,9124,2592,408,724,2.46,436
LITHUANIA,3317,103,1830,1306,78,0,0.95,103
LUXEMBOURG,2247,130,1596,419,102,0,5.16,267
MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA,445,0,445,0,0,0,1.03,0
MACEDONIA,3290,2407,769,34,80,0,1.64,24
MADAGASCAR,511,7,496,0,7,0,0.03,50
MALAWI,237,46,170,0,21,0,0.02,4
MALAYSIA,34288,2149,15410,13557,1557,1615,1.46,1489
MALDIVES,123,0,123,0,0,0,0.45,64
MALI,224,0,224,0,0,0,0.02,15
MALTA,563,0,563,0,0,0,1.42,649
MARSHALL ISLANDS,21,0,21,0,0,0,0.4,0
MARTINIQUE,475,0,440,0,35,0,1.23,153
MAURITANIA,320,0,304,0,16,0,0.12,18
MAURITIUS,734,162,572,0,0,0,0.61,262
MEXICO,108640,7287,72018,22162,4519,2654,1.09,3233
MONGOLIA,2047,1674,359,0,13,0,0.85,0
MONTSERRAT,7,0,7,0,0,0,1.36,1
MOROCCO,9246,2737,5383,24,1102,0,0.32,255
MOZAMBIQUE,368,0,331,0,37,0,0.02,34
MYANMAR (FORMERLY BURMA),2751,371,1577,748,53,3,0.06,55
NAMIBIA,448,2,445,0,0,0,0.24,32
NAURU,23,0,23,0,0,0,2.33,7
NEPAL,837,267,529,0,41,0,0.03,44
NETHERLAND ANTILLES,1531,0,1531,0,0,0,8.52,1523
NETHERLANDS,47315,6931,17998,21857,469,61,2.98,14132
NEW CALEDONIA,609,178,418,0,14,0,2.87,22
NEW ZEALAND,8994,1209,4458,3160,146,22,2.33,687
NICARAGUA,1026,0,954,0,72,0,0.2,22
NIGER,190,62,122,0,5,0,0.02,12
NIGERIA,20741,2,7772,3597,340,9030,0.17,486
NIUE,2,0,2,0,0,0,0.88,0
NORWAY,10819,1086,6495,2589,252,397,2.41,1004
OCCUPIED PALESTINIAN TERRITORY,453,0,453,0,0,0,0.14,0
OMAN,5971,0,2284,3010,168,509,2.64,229
PAKISTAN,29029,2235,15118,9926,1346,404,0.2,121
PALAU,68,0,68,0,0,0,3.54,13
PANAMA,1579,43,1407,0,129,0,0.53,2242
PAPUA NEW GUINEA,727,0,660,67,0,0,0.14,50
PARAGUAY,1006,0,918,0,88,0,0.19,11
PERU,8262,538,6322,381,531,489,0.32,286
PHILIPPINES,19991,4449,13910,5,1626,0,0.26,622
PLURINATIONAL STATE OF BOLIVIA,3018,0,1272,1463,146,137,0.36,37
POLAND,81617,59762,13572,6221,2046,17,2.13,478
PORTUGAL,17107,3917,10513,1270,1407,0,1.66,1117
QATAR,9471,0,2678,6629,165,0,16.03,0
REPUBLIC OF CAMEROON,936,0,815,0,121,0,0.06,65
REPUBLIC OF KOREA,122051,43697,60758,10624,6971,0,2.65,8474
REPUBLIC OF MOLDOVA,958,100,350,478,30,0,0.23,17
REUNION,780,243,486,0,52,0,1.06,59
ROMANIA,24729,7954,7407,8544,824,0,1.11,105
RUSSIAN FEDERATION,424843,126622,90944,199245,4406,3626,2.89,3727
RWANDA,144,0,133,1,10,0,0.02,9
SAINT HELENA,3,0,3,0,0,0,0.66,0
SAINT LUCIA,90,0,90,0,0,0,0.58,6
SAMOA,39,0,39,0,0,0,0.22,6
SAO TOME & PRINCIPE,13,0,13,0,0,0,0.1,3
SAUDI ARABIA,80975,0,54140,24067,2463,304,4.04,3412
SENEGAL,1074,0,892,0,182,0,0.11,239
SEYCHELLES,156,0,156,0,0,0,1.98,95
SIERRA LEONE,116,0,106,0,10,0,0.03,3
SINGAPORE,13364,0,12469,739,156,0,3.41,19167
SLOVAKIA,9786,4447,1317,3608,414,0,1.81,22
SLOVENIA,3926,1405,1828,516,177,0,1.98,21
SOLOMON ISLANDS,41,0,41,0,0,0,0.1,7
SOMALIA,131,0,131,0,0,0,0.02,64
SOUTH AFRICA,103263,92217,9089,873,1084,0,2.31,3080
SPAIN,80293,21729,43869,9506,5189,0,1.99,7534
SRI LANKA,2792,1,2654,0,137,0,0.15,223
ST. KITTS-NEVIS,47,0,47,0,0,0,1.02,3
ST. PIERRE & MIQUELON,15,0,15,0,0,0,2.4,3
ST. VINCENT & THE GRENADINES,40,0,40,0,0,0,0.37,0
SUDAN,1509,0,1489,0,20,0,0.04,98
SURINAME,599,0,591,0,8,0,1.28,28
SWAZILAND,324,146,178,0,0,0,0.3,1
SWEDEN,13458,2535,10077,485,361,0,1.52,1772
SWITZERLAND,10649,140,8476,1520,513,0,1.47,1293
SYRIAN ARAB REPUBLIC,13919,3,9509,3088,630,690,0.87,112
TAIWAN,59733,30212,23713,3417,2390,0,2.68,4502
TAJIKISTAN,610,12,199,392,7,0,0.1,4
THAILAND,49433,8211,28081,9674,3468,0,0.78,1972
TOGO,371,0,276,0,95,0,0.08,14
TONGA,26,0,26,0,0,0,0.27,1
TRINIDAD AND TOBAGO,6501,0,1051,5350,101,0,5.03,412
TUNISIA,5433,76,3061,1456,769,71,0.57,0
TURKEY,58945,23784,22328,7893,4872,68,0.93,780
TURKMENISTAN,10237,0,3367,6809,61,0,2.27,274
TURKS AND CAICOS ISLANDS,19,0,19,0,0,0,1.02,0
TUVALU,2,0,2,0,0,0,0,0
UGANDA,390,0,340,0,50,0,0.02,30
UKRAINE,87511,39959,7939,38892,722,0,1.79,564
UNITED ARAB EMIRATES,30696,0,12723,16466,830,677,10.12,9115
UNITED KINGDOM,147746,37464,52884,54588,1727,1083,2.5,10466
UNITED REPUBLIC OF TANZANIA,723,57,553,0,113,0,0.02,68
UNITED STATES OF AMERICA,1552682,564757,632129,342282,12173,1341,5.42,40072
URUGUAY,1447,1,1335,17,95,0,0.44,284
UZBEKISTAN,33223,1342,5374,26028,479,0,1.34,0
VANUATU,23,0,23,0,0,0,0.13,3
VENEZUELA,41566,130,23142,14565,1170,2559,1.71,767
VIET NAM,14629,5654,6330,836,1809,0,0.19,207
YEMEN,3993,0,3803,0,190,0,0.23,186
YUGOSLAVIA (MONTENEGRO & SERBIA),11225,8840,1139,958,288,0,1.04,25
ZAMBIA,497,79,366,0,52,0,0.05,36
ZIMBABWE,3797,2763,898,0,136,0,0.3,96
