Country,Total,Solid Fuel,Liquid Fuel,Gas Fuel,Cement,Gas Flaring,Per Capita,Bunker fuels (Not in Total)
NIGERIA,12712,38,9581,2618,476,0,0.12,594
NIUE,2,0,2,0,0,0,0.74,0
NORWAY,8729,794,5562,2022,172,179,2.04,776
OCCUPIED PALESTINIAN TERRITORY,250,0,250,0,0,0,0,0
OMAN,3294,0,1129,1707,132,326,1.62,477
PAKISTAN,19850,2282,9545,6964,1060,0,0.17,135
PALAU,64,0,64,0,0,0,4.06,14
PANAMA,1158,35,1057,31,34,0,0.46,1626
PAPUA NEW GUINEA,560,1,519,41,0,0,0.13,24
PARAGUAY,690,0,646,0,44,0,0.15,27
PERU,5570,286,4653,346,284,0,0.25,180
PHILIPPINES,13295,1153,11234,0,907,0,0.21,433
PLURINATIONAL STATE OF BOLIVIA,1815,0,930,497,82,306,0.26,0
POLAND,96740,80331,9939,4851,1619,0,2.53,414
PORTUGAL,13166,3057,9071,0,1039,0,1.32,953
QATAR,7309,0,1216,6019,74,0,14.97,0
REPUBLIC OF CAMEROON,1033,1,949,0,84,0,0.08,35
REPUBLIC OF KOREA,77524,23714,45232,2535,6044,0,1.77,3087
REPUBLIC OF MOLDOVA,5719,1094,2621,1909,95,0,1.31,0
REUNION,420,58,363,0,0,0,0.66,13
ROMANIA,35082,11430,9561,13238,853,0,1.52,207
RUSSIAN FEDERATION,566858,168144,159052,227531,8391,3740,3.81,5960
RWANDA,133,0,125,0,8,1,0.02,7
SAINT HELENA,2,0,2,0,0,0,0.31,0
SAINT LUCIA,55,0,55,0,0,0,0.39,0
SAMOA,30,0,30,0,0,0,0.18,6
SAO TOME & PRINCIPE,13,0,13,0,0,0,0.1,1
SAUDI ARABIA,77866,0,44652,30982,2084,147,4.53,3785
SENEGAL,949,0,866,1,82,0,0.12,133
SEYCHELLES,47,0,47,0,0,0,0.65,91
SIERRA LEONE,122,0,122,0,0,0,0.03,15
SINGAPORE,13206,18,12680,250,258,0,4.14,12330
SLOVAKIA,12049,6494,2107,3109,340,0,2.27,0
SLOVENIA,3403,1615,1294,384,109,0,1.75,9
SOLOMON ISLANDS,39,0,39,0,0,0,0.12,6
SOMALIA,186,0,183,0,3,0,0.03,54
SOUTH AFRICA,82271,70870,9485,960,956,0,2.13,258
SPAIN,63791,21317,35435,3657,3348,34,1.63,4732
SRI LANKA,1414,1,1302,0,111,0,0.08,286
ST. KITTS-NEVIS,30,0,30,0,0,0,0.73,3
ST. PIERRE & MIQUELON,26,0,26,0,0,0,4.12,36
ST. VINCENT & THE GRENADINES,23,0,23,0,0,0,0.21,0
SUDAN,1194,0,1160,0,34,0,0.04,43
SURINAME,564,0,557,0,7,0,1.35,13
SWAZILAND,72,72,0,0,0,0,0.08,0
SWEDEN,13915,2661,10508,435,311,0,1.6,1108
SWITZERLAND,11670,221,9668,1203,579,0,1.7,880
SYRIAN ARAB REPUBLIC,11704,1,8563,1032,503,1605,0.9,227
TAIWAN,39665,14707,20348,1666,2944,0,1.91,2359
TAJIKISTAN,1995,255,807,879,54,0,0.36,13
THAILAND,29937,4554,18374,4040,2969,0,0.51,1507
TOGO,228,0,180,0,48,0,0.06,4
TONGA,19,0,19,0,0,0,0.2,2
TRINIDAD AND TOBAGO,5223,0,1325,3032,66,800,4.23,98
TUNISIA,4097,76,2715,705,544,56,0.48,67
TURKEY,41753,18260,17211,2383,3891,9,0.75,312
TURKMENISTAN,9007,434,4979,3443,150,0,2.32,0
TURKS AND CAICOS ISLANDS,9,0,9,0,0,0,0.71,0
TUVALU,2,0,2,0,0,0,0,0
UGANDA,215,0,208,0,7,0,0.01,15
UKRAINE,172056,83382,32626,53315,2734,0,3.33,606
UNITED ARAB EMIRATES,15854,0,5615,9280,517,441,7.87,257
UNITED KINGDOM,151699,61331,57197,31675,1497,0,2.63,7538
UNITED REPUBLIC OF TANZANIA,634,3,558,0,73,0,0.02,42
UNITED STATES OF AMERICA,1338842,487569,547108,292063,9640,2462,5.11,39201
URUGUAY,1410,1,1341,0,68,0,0.45,238
UZBEKISTAN,30490,2645,6069,20973,802,0,1.42,0
VANUATU,17,0,17,0,0,0,0.11,1
VENEZUELA,28899,336,20134,5278,896,2255,1.4,722
VIET NAM,5857,2988,2325,0,544,0,0.08,30
YEMEN,2714,0,2605,0,109,0,0.21,392
YUGOSLAVIA (MONTENEGRO & SERBIA),12367,9269,1399,1421,277,0,1.18,51
ZAMBIA,670,238,385,0,47,0,0.08,30
ZIMBABWE,4639,3688,829,0,122,0,0.42,0
