Country,Total,Solid Fuel,Liquid Fuel,Gas Fuel,Cement,Gas Flaring,Per Capita,Bunker fuels (Not in Total)
AFGHANISTAN,2933,1000,1844,84,5,0,0.1,9
ALBANIA,1339,171,861,8,299,0,0.46,7
ALGERIA,35448,283,13248,17499,2584,1835,0.95,658
ANDORRA,133,0,133,0,0,0,1.68,0
ANGOLA,9108,0,4691,388,218,3811,0.4,470
ANGUILLA,39,0,39,0,0,0,2.73,0
ANTIGUA & BARBUDA,143,0,143,0,0,0,1.61,42
ARGENTINA,52456,1180,23363,26032,1457,424,1.25,2068
ARMENIA,1553,2,244,1246,60,0,0.52,40
ARUBA,368,0,368,0,0,0,3.59,79
AUSTRALIA,105843,53298,33410,17843,1156,136,4.62,3433
AUSTRIA,16982,3342,8458,4576,606,0,2.01,581
AZERBAIJAN,9696,4,3220,5413,267,792,1.04,391
BAHAMAS,537,1,536,0,0,0,1.44,192
BAHRAIN,7274,0,432,6658,184,0,5.45,481
BANGLADESH,18409,934,4015,11385,2074,0,0.12,343
BARBADOS,401,0,367,10,24,1,1.43,97
BELARUS,17241,803,5193,10579,667,0,1.82,0
BELGIUM,25936,3205,12904,8973,854,0,2.34,6507
BELIZE,130,0,128,2,0,0,0.39,9
BENIN,1492,0,1303,0,189,0,0.15,137
BERMUDA,130,0,130,0,0,0,2.05,18
BHUTAN,223,38,114,0,71,0,0.3,2
"BONAIRE, SAINT EUSTATIUS, AND SABA",85,0,85,0,0,0,3.72,185
BOSNIA & HERZEGOVINA,6070,4704,1121,131,115,0,1.59,4
BOTSWANA,1154,355,749,0,50,0,0.54,10
BRAZIL,128178,17165,84409,16328,9428,848,0.63,5168
BRITISH VIRGIN ISLANDS,48,0,48,0,0,0,1.67,0
BRUNEI (DARUSSALAM),2636,0,564,1942,45,86,6.5,125
BULGARIA,12192,7479,2979,1531,203,0,1.67,191
BURKINA FASO,717,0,627,0,90,0,0.04,37
BURUNDI,77,8,59,0,10,0,0.01,3
CAMBODIA,1488,11,1344,0,133,0,0.1,47
CANADA,141112,20803,65652,51994,1695,968,4.05,1171
CAPE VERDE,138,0,138,0,0,0,0.28,89
CAYMAN ISLANDS,146,0,146,0,0,0,2.53,10
CENTRAL AFRICAN REPUBLIC,80,0,80,0,0,0,0.02,28
CHAD,167,0,148,0,19,0,0.01,15
CHILE,22082,6407,12326,2677,642,29,1.27,718
CHINA (MAINLAND),2734817,2037338,321155,75764,300560,0,2.02,12701
COLOMBIA,21803,3150,10556,6250,1486,361,0.47,1188
COMOROS,39,0,39,0,0,0,0.05,3
CONGO,810,0,679,111,20,0,0.19,40
COOK ISLANDS,19,0,19,0,0,0,0.94,2
COSTA RICA,2118,63,1865,0,190,0,0.46,0
COTE D IVOIRE,2535,0,1386,891,258,0,0.12,68
CROATIA,4907,654,2452,1507,293,0,1.14,90
CUBA,9860,4,9066,542,248,0,0.87,140
CURACAO,1636,0,1636,0,0,0,10.72,1408
CYPRUS,1887,0,1747,0,140,0,1.67,394
