Country,Total,Solid Fuel,Liquid Fuel,Gas Fuel,Cement,Gas Flaring,Per Capita,Bunker fuels (Not in Total)
PANAMA,1865,220,1502,0,143,0,0.58,2177
PAPUA NEW GUINEA,1196,0,1115,80,0,0,0.2,58
PARAGUAY,1045,0,970,0,75,0,0.18,16
PERU,10127,933,5718,913,695,1867,0.37,530
PHILIPPINES,20407,5124,11456,1720,2107,0,0.24,702
PLURINATIONAL STATE OF BOLIVIA,3323,0,1829,1231,196,68,0.36,39
POLAND,82503,57585,15549,7641,1720,7,2.16,546
PORTUGAL,17802,3483,10828,2343,1148,0,1.69,1111
QATAR,13896,0,2962,8683,204,2047,16.93,388
REPUBLIC OF CAMEROON,1008,0,872,0,136,0,0.06,63
REPUBLIC OF KOREA,126240,51026,51127,17098,6989,0,2.68,10717
REPUBLIC OF MOLDOVA,1335,78,524,645,87,0,0.35,10
REUNION,940,355,533,0,52,0,1.18,49
ROMANIA,26304,9488,7164,8696,956,0,1.21,92
RUSSIAN FEDERATION,440439,118254,90443,218396,6596,6750,3.06,4290
RWANDA,144,0,130,0,14,0,0.02,10
SAINT HELENA,3,0,3,0,0,0,0.55,0
SAINT LUCIA,100,0,100,0,0,0,0.61,5
SAMOA,44,0,44,0,0,0,0.24,8
SAO TOME & PRINCIPE,21,0,21,0,0,0,0.14,5
SAUDI ARABIA,108438,0,70057,34731,3545,105,4.51,3442
SENEGAL,1585,101,1120,7,357,0,0.15,194
SEYCHELLES,188,0,188,0,0,0,2.26,107
SIERRA LEONE,149,0,126,0,23,0,0.03,2
SINGAPORE,8279,3,4797,3479,0,0,1.94,25462
SLOVAKIA,10733,4454,2127,3675,476,1,1.98,32
SLOVENIA,4327,1651,1943,580,152,0,2.16,38
SOLOMON ISLANDS,44,0,44,0,0,0,0.09,7
SOMALIA,162,0,162,0,0,0,0.02,56
SOUTH AFRICA,113694,102816,7596,1723,1559,0,2.38,2915
SPAIN,96390,21299,49605,18640,6847,0,2.22,9541
SRI LANKA,3300,63,3033,0,204,0,0.17,256
ST. KITTS-NEVIS,54,0,54,0,0,0,1.09,3
ST. PIERRE & MIQUELON,18,0,18,0,0,0,2.86,5
ST. VINCENT & THE GRENADINES,60,0,60,0,0,0,0.55,0
SUDAN,2995,0,2950,0,45,0,0.08,233
SURINAME,435,0,424,2,9,0,0.87,50
SWAZILAND,278,104,173,0,0,0,0.25,1
SWEDEN,14061,2700,10466,526,368,0,1.56,2231
SWITZERLAND,11273,150,8838,1738,547,0,1.51,988
SYRIAN ARAB REPUBLIC,13806,3,9671,3088,639,406,0.75,90
TAIWAN,70736,38303,24376,5353,2705,0,3.11,3827
TAJIKISTAN,666,46,250,335,34,0,0.1,10
THAILAND,67485,11243,36343,14749,5151,0,1.01,2474
TIMOR-LESTE (FORMERLY EAST TIMOR),48,0,48,0,0,0,0.05,2
TOGO,365,0,256,0,109,0,0.07,44
TONGA,31,0,31,0,0,0,0.31,3
TRINIDAD AND TOBAGO,10404,0,1129,9183,93,0,7.91,726
TUNISIA,6180,0,3360,1831,910,79,0.62,0
TURKEY,64737,23885,20796,14235,5819,1,0.95,1817
TURKMENISTAN,13182,0,4192,8902,88,0,2.78,376
TURKS AND CAICOS ISLANDS,33,0,33,0,0,0,1.1,0
TUVALU,3,0,3,0,0,0,0,0
UGANDA,592,0,506,0,86,0,0.02,32
UKRAINE,91049,38395,10140,40857,1657,0,1.94,311
UNITED ARAB EMIRATES,31674,171,8305,21350,1360,488,7.78,12470
UNITED KINGDOM,147963,39098,52850,53384,1525,1106,2.45,11771
UNITED REPUBLIC OF TANZANIA,1501,22,1107,185,186,1,0.04,91
UNITED STATES OF AMERICA,1578873,579104,667143,317152,13723,1751,5.25,41091
URUGUAY,1575,1,1439,50,84,0,0.47,341
UZBEKISTAN,31974,1208,4025,26052,689,0,1.23,0
VANUATU,16,0,16,0,0,0,0.08,9
VENEZUELA,45022,37,26278,14202,789,3715,1.69,1130
VIET NAM,26764,10769,9241,2564,4190,0,0.32,475
WALLIS AND FUTUNA ISLANDS,8,0,8,0,0,0,0.53,1
YEMEN,5466,0,5255,0,211,0,0.26,205
YUGOSLAVIA (MONTENEGRO & SERBIA),14263,8977,3699,1216,371,0,1.36,52
ZAMBIA,624,86,479,0,59,0,0.05,44
ZIMBABWE,2937,2313,542,0,82,0,0.23,7
