Country,Total,Solid Fuel,Liquid Fuel,Gas Fuel,Cement,Gas Flaring,Per Capita,Bunker fuels (Not in Total)
MARSHALL ISLANDS,18,0,18,0,0,0,0.36,0
MARTINIQUE,447,0,417,0,30,0,1.2,137
MAURITANIA,304,2,288,0,14,0,0.13,20
MAURITIUS,532,30,502,0,0,0,0.46,148
MEXICO,94469,6877,64641,17125,3450,2377,1.01,2497
MONGOLIA,2193,1865,314,0,14,0,0.94,0
MONTSERRAT,10,0,10,0,0,0,1.08,1
MOROCCO,8507,2377,5224,9,896,0,0.31,64
MOZAMBIQUE,284,0,260,0,24,0,0.02,19
MYANMAR (FORMERLY BURMA),1979,13,1067,826,69,4,0.05,15
NAMIBIA,477,10,460,0,7,0,0.28,32
NAURU,28,0,28,0,0,0,2.75,9
NEPAL,678,203,434,0,42,0,0.03,0
NETHERLAND ANTILLES,1333,0,1333,0,0,0,7.08,1526
NETHERLANDS,50681,8659,17749,23737,427,109,3.27,11956
NEW CALEDONIA,599,182,403,0,14,0,3.07,24
NEW ZEALAND,7811,996,3920,2730,132,33,2.1,729
NICARAGUA,784,0,735,0,49,0,0.17,0
NIGER,246,72,170,0,4,0,0.03,9
NIGERIA,10817,6,7681,2784,346,0,0.1,793
NIUE,2,0,2,0,0,0,0.79,0
NORWAY,9099,1041,5721,1864,226,247,2.07,981
OCCUPIED PALESTINIAN TERRITORY,283,0,283,0,0,0,0.1,0
OMAN,4119,0,2008,1742,171,198,1.82,153
PAKISTAN,25756,2554,13695,8298,1210,0,0.2,117
PALAU,64,0,64,0,0,0,3.64,14
PANAMA,1261,72,1069,32,88,0,0.46,1834
PAPUA NEW GUINEA,597,1,523,73,0,0,0.12,48
PARAGUAY,1023,0,940,0,83,0,0.21,29
PERU,6651,359,5490,279,523,0,0.27,315
PHILIPPINES,16952,1611,13646,5,1690,0,0.24,575
PLURINATIONAL STATE OF BOLIVIA,2680,0,1494,762,127,298,0.35,0
POLAND,97015,76510,12708,5899,1898,0,2.53,407
PORTUGAL,13795,3539,9106,0,1150,0,1.36,863
QATAR,8808,0,1536,7177,94,0,17.19,0
REPUBLIC OF CAMEROON,1217,1,1175,0,41,0,0.09,44
REPUBLIC OF KOREA,110112,30246,65084,6817,7947,17,2.45,7558
REPUBLIC OF MOLDOVA,3142,541,767,1829,5,0,0.73,17
REUNION,530,87,402,0,41,0,0.77,42
ROMANIA,34199,10350,10775,12128,946,0,1.52,72
RUSSIAN FEDERATION,439860,137442,96779,198815,3781,3042,2.96,3684
RWANDA,131,0,125,0,6,1,0.02,8
SAINT HELENA,3,0,3,0,0,0,0.48,0
SAINT LUCIA,89,0,89,0,0,0,0.6,0
SAMOA,34,0,34,0,0,0,0.2,6
SAO TOME & PRINCIPE,13,0,13,0,0,0,0.1,2
SAUDI ARABIA,70562,0,46218,21621,2235,488,3.76,2970
SENEGAL,1020,0,887,23,110,0,0.12,192
SEYCHELLES,64,0,64,0,0,0,0.84,94
SIERRA LEONE,129,0,107,0,22,0,0.03,17
SINGAPORE,13553,0,12280,823,449,0,3.79,15302
SLOVAKIA,11266,5554,1896,3434,381,0,2.09,32
SLOVENIA,4078,1370,2112,455,140,0,2.07,15
SOLOMON ISLANDS,39,0,39,0,0,0,0.11,6
SOMALIA,155,0,155,0,0,0,0.02,58
SOUTH AFRICA,99373,88458,8727,964,1224,0,2.36,3276
SPAIN,63623,16839,37962,5398,3421,3,1.61,5843
SRI LANKA,1926,1,1798,0,126,0,0.1,410
ST. KITTS-NEVIS,36,0,36,0,0,0,0.82,3
ST. PIERRE & MIQUELON,19,0,19,0,0,0,3.06,3
ST. VINCENT & THE GRENADINES,36,0,36,0,0,0,0.33,0
SUDAN,1209,0,1157,0,52,0,0.04,38
SURINAME,569,0,561,0,8,0,1.29,26
SWAZILAND,93,93,0,0,0,0,0.09,0
SWEDEN,15247,3151,11258,505,333,0,1.72,1468
SWITZERLAND,10877,149,8749,1484,495,0,1.53,1078
SYRIAN ARAB REPUBLIC,11673,3,9062,1488,612,507,0.8,78
TAIWAN,49770,20083,24453,2305,2929,0,2.31,3143
TAJIKISTAN,771,6,172,586,7,0,0.13,4
THAILAND,49156,8276,29577,6033,5270,0,0.82,1869
TOGO,289,0,233,0,56,0,0.07,10
TONGA,21,0,21,0,0,0,0.22,3
TRINIDAD AND TOBAGO,5615,0,1177,3602,84,752,4.43,53
TUNISIA,4570,65,2725,1089,621,69,0.5,9
TURKEY,51324,20025,22114,4364,4789,32,0.86,379
TURKMENISTAN,8364,72,2571,5660,61,0,1.96,192
TURKS AND CAICOS ISLANDS,13,0,13,0,0,0,0.79,0
TUVALU,2,0,2,0,0,0,0,0
UGANDA,289,0,255,0,34,0,0.01,16
UKRAINE,112445,50823,14413,46527,682,0,2.21,639
UNITED ARAB EMIRATES,11197,0,-4627,14803,816,205,4.53,9885
UNITED KINGDOM,150378,45003,54929,47444,1661,1340,2.58,8748
UNITED REPUBLIC OF TANZANIA,944,41,804,0,99,0,0.03,45
UNITED STATES OF AMERICA,1432264,520930,582071,314272,10991,4000,5.24,36585
URUGUAY,1484,1,1391,0,93,0,0.46,307
UZBEKISTAN,28953,1289,5039,22177,449,0,1.24,0
VANUATU,23,0,23,0,0,0,0.13,2
VENEZUELA,33489,16,12740,17500,1028,2204,1.49,817
VIET NAM,9454,4025,4362,171,896,0,0.13,61
YEMEN,2901,0,2761,0,140,0,0.18,156
YUGOSLAVIA (MONTENEGRO & SERBIA),12953,9152,2098,1403,300,0,1.19,47
ZAMBIA,510,115,348,0,47,0,0.06,21
ZIMBABWE,4089,2865,1088,0,136,0,0.34,97
