Country,Total,Solid Fuel,Liquid Fuel,Gas Fuel,Cement,Gas Flaring,Per Capita,Bunker fuels (Not in Total)
AFGHANISTAN,321,2,213,84,16,6,0.02,4
ALBANIA,550,31,479,12,28,0,0.18,0
ALGERIA,26479,384,7480,13801,884,3930,0.92,508
ANDORRA,124,0,124,0,0,0,1.9,0
ANGOLA,2852,0,1921,286,37,608,0.23,283
ANGUILLA,19,0,19,0,0,0,1.92,0
ANTARCTIC FISHERIES,1,0,1,0,0,0,0.84,61
ANTIGUA & BARBUDA,80,0,80,0,0,0,1.13,38
ARGENTINA,36815,846,17992,15705,696,1577,1.04,495
ARMENIA,699,4,100,557,38,0,0.22,16
ARUBA,461,0,461,0,0,0,5.55,56
AUSTRALIA,82401,45293,25593,10498,850,167,4.5,2430
AUSTRIA,17229,3620,8845,4238,527,0,2.16,411
AZERBAIJAN,8524,4,5286,3203,30,0,1.09,191
BAHAMAS,455,1,454,0,0,0,1.6,192
BAHRAIN,4260,0,563,3672,26,0,7.41,287
BANGLADESH,6553,185,2596,3684,88,0,0.05,43
BARBADOS,232,0,202,15,15,0,0.88,113
BELARUS,16407,1379,7264,7564,200,0,1.6,0
BELGIUM,32195,8262,15484,7380,1069,0,3.19,4774
BELIZE,84,0,84,0,0,0,0.37,9
BENIN,345,0,296,0,49,0,0.06,19
BERMUDA,144,0,144,0,0,0,2.33,14
BHUTAN,82,25,34,0,22,0,0.16,1
BOSNIA & HERZEGOVINA,1161,545,466,129,20,0,0.35,32
BOTSWANA,752,433,319,0,0,0,0.46,5
BRAZIL,77661,12788,56373,2899,4705,896,0.47,1801
BRITISH VIRGIN ISLANDS,26,0,26,0,0,0,1.38,0
BRUNEI (DARUSSALAM),1328,0,326,771,34,198,4.47,118
BULGARIA,15424,8183,4029,2921,291,0,1.86,204
BURKINA FASO,193,0,189,0,4,0,0.02,11
BURUNDI,66,5,62,0,0,0,0.01,5
CAMBODIA,441,0,414,0,27,0,0.04,10
CANADA,130739,27406,56535,43994,1576,1228,4.42,1642
CAPE VERDE,39,0,39,0,0,0,0.1,22
CAYMAN ISLANDS,105,0,105,0,0,0,3.09,6
CENTRAL AFRICAN REPUBLIC,64,0,64,0,0,0,0.02,12
CHAD,34,0,34,0,0,0,0,16
CHILE,13226,3934,7985,732,494,80,0.9,405
CHINA (MAINLAND),944393,726092,139362,12137,66802,0,0.77,831
COLOMBIA,16506,3415,8891,2793,1211,196,0.44,737
COMOROS,21,0,21,0,0,0,0.04,1
CONGO,468,0,360,55,7,46,0.17,9
COOK ISLANDS,13,0,13,0,0,0,0.69,3
COSTA RICA,1295,0,1182,0,113,0,0.36,0
COTE D IVOIRE,2138,0,1768,234,136,0,0.14,138
CROATIA,4624,150,2869,1354,251,0,0.99,86
CUBA,7362,19,7135,10,198,0,0.67,318
CYPRUS,1619,12,1471,0,136,0,1.85,291
CZECH REPUBLIC,34191,23770,5030,4709,682,0,3.32,114
DEMOCRATIC PEOPLE S REPUBLIC OF KOREA,19978,16486,1181,0,2312,0,0.91,0
DEMOCRATIC REPUBLIC OF THE CONGO (FORMERLY ZAIRE),632,0,599,0,33,0,0.01,96
DENMARK,19684,9430,7465,2333,358,99,3.75,1845
DJIBOUTI,85,0,85,0,0,0,0.13,126
DOMINICA,20,0,20,0,0,0,0.28,0
DOMINICAN REPUBLIC,4725,93,4409,0,223,0,0.59,0
ECUADOR,6597,0,5694,135,412,356,0.57,259
EGYPT,27824,936,16783,7562,2543,0,0.44,2630
EL SALVADOR,1246,0,1117,0,129,0,0.22,41
EQUATORIAL GUINEA,31,0,31,0,0,0,0.07,3
ERITREA,276,0,270,0,6,0,0.08,136
ESTONIA,5004,3828,722,401,53,0,3.52,92
ETHIOPIA,780,0,686,0,94,0,0.01,38
FAEROE ISLANDS,164,0,164,0,0,0,3.78,10
FALKLAND ISLANDS (MALVINAS),12,4,8,0,0,0,4.74,0
FEDERATED STATES OF MICRONESIA,29,0,29,0,0,0,0.27,1
FIJI,224,16,197,0,11,0,0.29,109
FINLAND,16712,7695,7030,1853,133,0,3.26,585
FRANCE (INCLUDING MONACO),102347,16915,62363,20415,2654,0,1.76,5398
FRENCH GUIANA,133,0,126,0,7,0,0.92,17
FRENCH POLYNESIA,118,0,118,0,0,0,0.54,46
GABON,1302,0,277,66,25,934,1.16,156
GAMBIA,54,0,54,0,0,0,0.05,6
GEORGIA,1109,44,657,396,12,0,0.22,44
GERMANY,242600,96068,94544,47007,4288,693,2.95,6311
GHANA,1530,2,1324,0,204,0,0.09,65
GIBRALTAR,77,0,77,0,0,0,2.82,1697
GREECE,21882,8519,11332,31,1999,1,2.03,3423
GREENLAND,141,0,141,0,0,0,2.53,0
GRENADA,42,0,42,0,0,0,0.42,5
GUADELOUPE,423,0,392,0,31,0,1.03,108
GUATEMALA,1814,0,1660,6,148,0,0.18,0
GUINEA,372,0,337,0,35,0,0.05,15
GUINEA BISSAU,50,0,50,0,0,0,0.04,7
GUYANA,414,0,414,0,0,0,0.57,12
HAITI,282,0,282,0,0,0,0.04,16
HONDURAS,1080,0,951,0,129,0,0.19,0
HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA,7942,3747,3060,858,276,0,1.27,4405
HUNGARY,16925,5089,5068,6394,374,0,1.64,161
ICELAND,603,66,525,0,12,0,2.23,103
INDIA,240612,152186,66365,10848,10200,1014,0.24,556
INDONESIA,69073,7522,34015,21559,3352,2625,0.34,807
IRAQ,18953,0,17011,1698,218,26,0.9,352
IRELAND,9519,3129,4471,1656,263,0,2.62,421
ISLAMIC REPUBLIC OF IRAN,75282,1116,43195,22174,2496,6300,1.24,715
ISRAEL,14480,5706,8004,8,762,0,2.64,691
ITALY (INCLUDING SAN MARINO),116125,11629,71191,28772,4532,0,2.04,3443
JAMAICA,2646,46,2523,0,76,0,1.06,138
JAPAN,328522,91271,189287,35113,12851,0,2.63,8352
JORDAN,3869,0,3277,114,478,0,0.86,252
KAZAKHSTAN,38597,26808,6739,4898,152,0,2.46,284
KENYA,2544,96,2201,0,247,0,0.09,32
KIRIBATI,9,0,9,0,0,0,0.12,1
KUWAIT,13677,0,8270,4873,272,262,8.4,797
KYRGYZSTAN,1553,506,421,552,74,0,0.33,58
LAO PEOPLE S DEMOCRATIC REPUBLIC,130,37,82,0,11,0,0.03,8
LATVIA,2495,259,1645,546,44,0,1.01,46
LEBANON,3752,163,3113,0,476,0,1.06,157
LESOTHO,474,377,98,0,0,0,0.26,0
LIBERIA,92,0,90,0,2,0,0.04,14
LIBYAN ARAB JAMAHIRIYAH,12042,4,7942,2663,483,950,2.48,339
LITHUANIA,4290,269,2572,1354,95,0,1.19,27
LUXEMBOURG,2301,502,1326,382,91,0,5.57,171
MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA,384,0,384,0,0,0,0.95,0
MACEDONIA,3202,2161,975,0,67,0,1.62,15
MADAGASCAR,372,7,358,0,6,0,0.03,15
MALAWI,249,51,186,0,12,0,0.02,5
MALAYSIA,34190,2112,18971,9894,1679,1534,1.61,143
MALDIVES,79,0,79,0,0,0,0.31,50
MALI,133,0,131,0,2,0,0.01,15
MALTA,611,0,611,0,0,0,1.57,82
