Country,Total,Solid Fuel,Liquid Fuel,Gas Fuel,Cement,Gas Flaring,Per Capita,Bunker fuels (Not in Total)
COLOMBIA,19815,3221,9581,5485,1256,271,0.44,936
COMOROS,36,0,36,0,0,0,0.05,2
CONGO,476,0,432,29,15,0,0.12,42
COOK ISLANDS,19,0,19,0,0,0,0.96,2
COSTA RICA,2155,69,1800,0,286,0,0.48,0
COTE D IVOIRE,1543,0,745,760,38,0,0.08,61
CROATIA,5772,537,3336,1501,397,0,1.33,80
CUBA,8153,24,7303,605,221,0,0.72,139
CYPRUS,2212,15,1995,0,201,0,2.03,414
CZECH REPUBLIC,29359,18916,5693,4250,499,0,2.81,281
DEMOCRATIC PEOPLE S REPUBLIC OF KOREA,19274,17697,707,0,870,0,0.79,0
DEMOCRATIC REPUBLIC OF THE CONGO (FORMERLY ZAIRE),477,0,402,12,63,0,0.01,13
DENMARK,12138,4154,5288,2433,214,50,2.2,1089
DJIBOUTI,126,0,126,0,0,0,0.15,87
DOMINICA,36,0,36,0,0,0,0.51,2
DOMINICAN REPUBLIC,5516,563,4158,271,524,0,0.56,362
ECUADOR,9836,0,8404,367,722,343,0.67,767
EGYPT,56377,734,26943,22322,6378,0,0.7,2735
EL SALVADOR,1757,0,1592,0,165,0,0.29,95
EQUATORIAL GUINEA,1260,0,166,811,0,283,1.78,30
ERITREA,140,0,134,0,6,0,0.03,1
ESTONIA,3972,3237,363,328,44,0,2.97,224
ETHIOPIA,1808,30,1548,0,230,0,0.02,180
FAEROE ISLANDS,157,0,157,0,0,0,3.24,28
FALKLAND ISLANDS (MALVINAS),16,3,13,0,0,0,5.49,0
FEDERATED STATES OF MICRONESIA,44,0,44,0,0,0,0.43,1
FIJI,216,0,201,0,15,0,0.25,88
FINLAND,14494,5399,6776,2176,143,0,2.71,640
FRANCE (INCLUDING MONACO),95964,11503,57995,24022,2444,0,1.53,6614
FRENCH GUIANA,161,0,153,0,8,0,0.71,32
FRENCH POLYNESIA,231,0,231,0,0,0,0.87,49
GABON,1159,0,421,126,34,577,0.77,204
GAMBIA,104,0,102,1,0,0,0.06,16
GEORGIA,1702,139,766,678,118,0,0.4,34
GERMANY,196963,76236,71218,45426,4076,7,2.45,9124
GHANA,2102,0,1855,3,245,0,0.09,135
GIBRALTAR,126,0,126,0,0,0,4.16,3799
GREECE,25073,9080,12769,1856,1369,0,2.24,3016
GREENLAND,157,0,157,0,0,0,2.76,9
GRENADA,69,0,69,0,0,0,0.67,5
GUADELOUPE,630,119,470,0,41,0,1.38,91
GUATEMALA,3232,213,2815,0,204,0,0.22,252
GUINEA,617,0,576,0,41,0,0.06,21
GUINEA BISSAU,64,0,64,0,0,0,0.04,9
GUYANA,427,0,427,0,0,0,0.57,8
HAITI,619,0,578,0,41,0,0.06,15
HONDURAS,2147,120,1783,0,245,0,0.29,41
HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA,11494,7400,2528,1412,153,0,1.65,13497
HUNGARY,13229,2751,4379,5716,382,1,1.32,197
ICELAND,560,88,453,0,19,0,1.78,138
INDIA,474133,296815,124035,24883,27880,520,0.39,4035
INDONESIA,121737,47330,49467,17615,5020,2305,0.51,268
IRAQ,28510,0,19301,4558,952,3699,0.95,0
IRELAND,10994,2226,5740,2648,380,0,2.41,557
ISLAMIC REPUBLIC OF IRAN,151153,1199,63569,71251,6800,8334,2.06,2780
ISRAEL,17581,7393,7406,2135,647,0,2.42,956
ITALY (INCLUDING SAN MARINO),109515,13158,51507,39912,4939,0,1.84,4585
JAMAICA,2111,37,1974,0,100,0,0.77,161
JAPAN,301028,105273,137864,50438,7453,0,2.36,8150
JORDAN,5970,0,3516,1927,527,0,0.95,121
KAZAKHSTAN,58178,33208,7557,16638,774,0,3.61,155
KENYA,3368,100,2816,0,452,0,0.09,490
KIRIBATI,11,0,11,0,0,0,0.11,2
KUWAIT,23808,0,16853,6578,272,105,8.26,983
KYRGYZSTAN,1852,751,852,170,79,0,0.34,283
LAO PEOPLE S DEMOCRATIC REPUBLIC,343,99,108,0,136,0,0.06,9
LATVIA,1972,89,1068,766,49,0,0.93,323
LEBANON,5692,137,4864,26,666,0,1.36,172
LESOTHO,605,467,138,0,0,0,0.3,0
LIBERIA,141,0,131,0,10,0,0.04,14
LIBYAN ARAB JAMAHIRIYAH,15811,0,10148,3066,884,1712,2.55,516
LIECHTENSTEIN,14,0,0,14,0,0,0.38,0
LITHUANIA,3414,178,1795,1362,79,0,1.08,141
LUXEMBOURG,2834,79,1925,695,136,0,5.71,349
MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA,565,1,516,49,0,0,1.08,0
MACEDONIA,2372,1440,767,40,124,0,1.15,3
MADAGASCAR,483,10,454,0,19,0,0.02,38
MALAWI,258,38,188,0,32,0,0.02,6
MALAYSIA,54234,12716,17823,17861,2646,3188,1.96,1266
MALDIVES,241,0,241,0,0,0,0.74,50
MALI,220,0,220,0,0,0,0.01,17
MALTA,654,0,654,0,0,0,1.6,1067
MARSHALL ISLANDS,28,0,28,0,0,0,0.53,0
MARTINIQUE,553,0,533,0,20,0,1.4,119
MAURITANIA,579,0,535,0,44,0,0.17,18
MAURITIUS,1012,385,627,0,0,0,0.81,282
MEXICO,129793,11139,74438,33688,4782,5746,1.11,2811
MONGOLIA,3573,2905,635,0,32,0,1.34,0
MONTENEGRO,498,223,275,0,0,0,0.8,2
MONTSERRAT,13,0,13,0,0,0,2.55,2
MOROCCO,14312,3594,8414,330,1975,0,0.44,428
MOZAMBIQUE,690,7,536,41,106,0,0.03,57
MYANMAR (FORMERLY BURMA),2790,166,1050,1480,91,3,0.05,15
NAMIBIA,837,108,728,0,0,0,0.39,30
NAURU,11,0,11,0,0,0,1.09,4
NEPAL,1182,192,827,0,163,0,0.04,55
NETHERLAND ANTILLES,1806,0,1806,0,0,0,8.94,2025
NETHERLANDS,47006,6769,18049,21847,319,22,2.84,15590
NEW CALEDONIA,811,215,577,0,19,0,3.34,29
NEW ZEALAND,8832,1590,4799,2191,163,90,2.04,879
NICARAGUA,1226,0,1154,0,72,0,0.22,16
NIGER,264,76,182,0,6,0,0.02,9
NIGERIA,20926,25,7617,4927,1360,6997,0.13,860
NIUE,1,0,1,0,0,0,0.51,0
NORWAY,15093,580,9729,4352,149,283,3.12,721
OCCUPIED PALESTINIAN TERRITORY,570,0,570,0,0,0,0.14,0
OMAN,11209,0,2065,7841,544,758,4.06,1070
PAKISTAN,43315,5052,15914,18283,4066,0,0.26,351
PALAU,67,0,67,0,0,0,3.29,14
PANAMA,2345,41,2076,0,228,0,0.66,2583
PAPUA NEW GUINEA,1389,0,1307,82,0,0,0.21,62
PARAGUAY,1244,0,1162,0,82,0,0.2,18
PERU,14100,735,6459,2562,1102,3243,0.49,622
PHILIPPINES,21153,6650,10433,2048,2022,0,0.23,1022
PLURINATIONAL STATE OF BOLIVIA,3815,0,2026,1439,312,38,0.39,36
POLAND,81161,54554,17020,7534,2046,7,2.11,619
PORTUGAL,14774,2932,8485,2634,723,0,1.4,1104
QATAR,18877,0,4030,12208,557,2082,11.86,808
REPUBLIC OF CAMEROON,1834,0,1524,161,150,0,0.09,99
REPUBLIC OF KOREA,138768,67014,45129,19807,6817,0,2.84,10025
REPUBLIC OF MOLDOVA,1241,95,539,512,95,0,0.3,12
REUNION,1119,471,595,0,52,0,1.36,51
ROMANIA,22246,8099,6479,6608,1060,0,1.08,121
RUSSIAN FEDERATION,429246,100518,97870,218849,6020,5990,3,4877
RWANDA,157,0,143,0,13,0,0.02,12
SAINT HELENA,3,0,3,0,0,0,0.6,0
SAINT LUCIA,105,0,105,0,0,0,0.6,5
SAMOA,51,0,51,0,0,0,0.28,9
SAO TOME & PRINCIPE,25,0,25,0,0,0,0.15,8
SAUDI ARABIA,127888,0,88992,32640,6256,0,4.67,3819
SENEGAL,1250,202,586,9,452,0,0.1,215
SERBIA,12594,8589,2771,871,363,0,1.39,34
SEYCHELLES,143,0,143,0,0,0,1.55,164
SIERRA LEONE,178,0,146,0,32,0,0.03,7
SINGAPORE,15253,4,11092,4158,0,0,3.07,34663
SLOVAKIA,9282,4092,2012,2763,409,7,1.72,38
SLOVENIA,4167,1521,1979,519,147,0,2.04,51
SOLOMON ISLANDS,53,0,53,0,0,0,0.1,4
SOMALIA,163,0,163,0,0,0,0.02,56
SOUTH AFRICA,137200,112630,21047,1921,1603,0,2.69,2626
SPAIN,78603,10945,44143,19502,4013,0,1.7,10298
SRI LANKA,3593,61,3274,0,258,0,0.18,200
ST. KITTS-NEVIS,61,0,61,0,0,0,1.18,3
ST. PIERRE & MIQUELON,18,0,18,0,0,0,2.94,5
ST. VINCENT & THE GRENADINES,85,0,85,0,0,0,0.77,0
SUDAN,4244,0,4159,0,85,0,0.1,234
SURINAME,546,0,536,2,7,1,1.07,56
SWAZILAND,285,104,181,0,0,0,0.24,1
SWEDEN,11744,2010,8838,680,216,0,1.26,2461
SWITZERLAND,11357,148,8960,1683,566,0,1.46,1125
SYRIAN ARAB REPUBLIC,16998,3,12333,3756,704,203,0.83,952
TAIWAN,67771,39661,19885,6060,2165,0,2.93,2895
TAJIKISTAN,669,84,437,121,27,0,0.09,23
THAILAND,72976,14459,34396,19557,4564,0,1.1,2502
TIMOR-LESTE (FORMERLY EAST TIMOR),62,0,62,0,0,0,0.06,3
TOGO,759,0,599,0,160,0,0.12,68
TONGA,36,0,36,0,0,0,0.35,1
TRINIDAD AND TOBAGO,12243,0,1458,10668,118,0,9.26,693
TUNISIA,6760,0,3153,2489,1022,96,0.64,175
TURKEY,75769,31803,18564,18061,7340,1,1.06,1421
TURKMENISTAN,13728,0,4163,9415,150,0,2.76,410
TURKS AND CAICOS ISLANDS,49,0,49,0,0,0,1.63,0
TUVALU,3,0,3,0,0,0,0,0
UGANDA,922,0,764,0,158,0,0.03,71
UKRAINE,70930,33378,10770,25491,1291,0,1.55,201
UNITED ARAB EMIRATES,45803,295,11448,30969,2584,508,5.94,16150
UNITED KINGDOM,128639,30511,47417,48872,1037,802,2.06,12096
UNITED REPUBLIC OF TANZANIA,1614,0,1010,339,264,1,0.04,122
UNITED STATES OF AMERICA,1435371,502323,586926,334871,8819,2431,4.61,38301
URUGUAY,2198,1,2021,33,143,0,0.65,490
UZBEKISTAN,29215,1448,3328,23507,932,0,1.07,0
VANUATU,33,0,33,0,0,0,0.14,9
VENEZUELA,49029,235,28312,14813,1074,4595,1.72,858
VIET NAM,35079,12415,11830,4196,6638,0,0.4,669
WALLIS AND FUTUNA ISLANDS,8,0,8,0,0,0,0.55,1
YEMEN,6698,65,6144,201,288,0,0.29,203
ZAMBIA,684,111,453,0,120,0,0.05,26
ZIMBABWE,1528,977,455,0,95,0,0.11,6
